map_id,map_user_id,map_topic_id,map_folder_id,map_read_time,map_user_active,map_user_banned,map_has_unread,map_is_system,map_is_starter,map_left_time,map_ignore_notification,map_last_topic_reply
2406,322,1199,myconvo,0,1,0,1,0,0,0,0,1355554949
2407,2209,1199,myconvo,1355554949,0,0,0,0,1,0,0,1355554949
2410,197,1201,myconvo,0,1,0,1,0,0,0,0,1355554979
2411,2209,1201,myconvo,1355554979,0,0,0,0,1,0,0,1355554979
2412,1122,1202,myconvo,0,1,0,1,0,0,0,0,1355555044
2413,2209,1202,myconvo,1355555044,0,0,0,0,1,0,0,1355555044
2414,263,1203,myconvo,0,1,0,1,0,0,0,0,1355555058
2415,2209,1203,myconvo,1355555058,0,0,0,0,1,0,0,1355555058
2416,150,1204,myconvo,1379843520,1,0,0,0,0,0,0,1355555075
2417,2209,1204,myconvo,1355555075,0,0,0,0,1,0,0,1355555075
2418,28,1205,myconvo,1367021030,1,0,0,0,0,0,0,1355555088
2419,2209,1205,myconvo,1355555088,0,0,0,0,1,0,0,1355555088
2420,6,1206,myconvo,1357397945,1,0,0,0,0,0,0,1355555102
2421,2209,1206,myconvo,1355555102,0,0,0,0,1,0,0,1355555102
2422,43,1207,myconvo,1372109884,1,0,0,0,0,0,0,1355555117
2423,2209,1207,myconvo,1355555117,0,0,0,0,1,0,0,1355555117
2424,267,1208,myconvo,1365480980,1,0,0,0,0,0,0,1355555131
2425,2209,1208,myconvo,1355555131,0,0,0,0,1,0,0,1355555131
2426,265,1209,myconvo,0,1,0,1,0,0,0,0,1355555146
2427,2209,1209,myconvo,1355555146,0,0,0,0,1,0,0,1355555146
2430,73,1211,myconvo,0,1,0,1,0,0,0,0,1355555178
2431,2209,1211,myconvo,1355555178,0,0,0,0,1,0,0,1355555178
2432,299,1212,myconvo,0,1,0,1,0,0,0,0,1355555192
2433,2209,1212,myconvo,1355555192,0,0,0,0,1,0,0,1355555192
2436,2205,1214,myconvo,1355573769,1,0,0,0,0,0,0,1355555221
2437,2209,1214,myconvo,1355555221,0,0,0,0,1,0,0,1355555221
2442,198,1217,myconvo,0,1,0,1,0,0,0,0,1355555353
2443,2209,1217,myconvo,1355555353,0,0,0,0,1,0,0,1355555353
2448,174,1220,myconvo,1364612686,1,0,0,0,0,0,0,1355555398
2449,2209,1220,myconvo,1355555398,0,0,0,0,1,0,0,1355555398
2450,2037,1221,myconvo,1371095862,1,0,0,0,0,0,0,1355555412
2451,2209,1221,myconvo,1355555412,0,0,0,0,1,0,0,1355555412
2452,62,1222,myconvo,0,1,0,1,0,0,0,0,1355555426
2453,2209,1222,myconvo,1355555426,0,0,0,0,1,0,0,1355555426
2456,142,1224,myconvo,0,1,0,1,0,0,0,0,1355555456
2457,2209,1224,myconvo,1355555456,0,0,0,0,1,0,0,1355555456
2464,143,1228,myconvo,0,1,0,1,0,0,0,0,1355555530
2465,2209,1228,myconvo,1355555530,0,0,0,0,1,0,0,1355555530
2466,209,1229,myconvo,0,1,0,1,0,0,0,0,1355555551
2467,2209,1229,myconvo,1355555551,0,0,0,0,1,0,0,1355555551
2468,329,1230,myconvo,1355895779,1,0,0,0,0,0,0,1355555564
2469,2209,1230,myconvo,1355555564,0,0,0,0,1,0,0,1355555564
2470,358,1231,myconvo,1355588591,1,0,0,0,0,0,0,1355555582
2471,2209,1231,myconvo,1355555582,0,0,0,0,1,0,0,1355555582
2472,207,1232,myconvo,1387514665,1,0,0,0,0,0,0,1355555597
2473,2209,1232,myconvo,1355555597,0,0,0,0,1,0,0,1355555597
2480,139,1236,myconvo,0,1,0,1,0,0,0,0,1355555660
2481,2209,1236,myconvo,1355555660,0,0,0,0,1,0,0,1355555660
2488,1109,1240,myconvo,1362699480,1,0,0,0,0,0,0,1355726619
2489,2209,1240,myconvo,1355728247,0,0,0,0,1,0,0,1355726619
2492,79,1242,myconvo,0,1,0,1,0,0,0,0,1355555748
2493,2209,1242,myconvo,1355555748,0,0,0,0,1,0,0,1355555748
2498,368,1245,myconvo,0,1,0,1,0,0,0,0,1355555792
2499,2209,1245,myconvo,1355555792,0,0,0,0,1,0,0,1355555792
2500,39,1246,myconvo,0,1,0,1,0,0,0,0,1355555812
2501,2209,1246,myconvo,1355555812,0,0,0,0,1,0,0,1355555812
2506,333,1249,myconvo,1355574131,1,0,0,0,0,0,0,1355555861
2507,2209,1249,myconvo,1355555861,0,0,0,0,1,0,0,1355555861
2508,1793,1250,myconvo,1358037097,1,0,0,0,0,0,0,1355556417
2509,2209,1250,myconvo,1355556440,0,0,0,0,1,0,0,1355556417
2510,167,1251,myconvo,1380995707,1,0,0,0,0,0,0,1355555887
2511,2209,1251,myconvo,1355555887,0,0,0,0,1,0,0,1355555887
2532,191,1262,myconvo,0,1,0,1,0,0,0,0,1355556058
2533,2209,1262,myconvo,1355556058,0,0,0,0,1,0,0,1355556058
2538,2,1265,myconvo,1355557711,1,0,0,0,0,0,0,1355556119
2539,2209,1265,myconvo,1355556119,0,0,0,0,1,0,0,1355556119
2546,175,1269,myconvo,1425006058,1,0,0,0,0,0,0,1355556176
2547,2209,1269,myconvo,1355556176,0,0,0,0,1,0,0,1355556176
2548,1270,1270,myconvo,1374551591,1,0,0,0,0,0,0,1355556626
2549,2209,1270,myconvo,1355556626,0,0,0,0,1,0,0,1355556626
2550,144,1271,myconvo,0,1,0,1,0,0,0,0,1355556641
2551,2209,1271,myconvo,1355556641,0,0,0,0,1,0,0,1355556641
2552,805,1272,myconvo,1355625493,1,0,0,0,0,0,0,1355625492
2553,2209,1272,myconvo,1355642255,0,0,0,0,1,0,0,1355625492
2560,129,1276,myconvo,0,1,0,1,0,0,0,0,1355556722
2561,2209,1276,myconvo,1355556722,0,0,0,0,1,0,0,1355556722
2562,91,1277,myconvo,1355571685,1,0,0,0,0,0,0,1355571684
2563,2209,1277,myconvo,1355571921,0,0,0,0,1,0,0,1355571684
2564,1772,1278,myconvo,1355584952,1,0,0,0,0,0,0,1355556758
2565,2209,1278,myconvo,1355556758,0,0,0,0,1,0,0,1355556758
2568,274,1280,myconvo,1355568178,1,0,0,0,0,0,0,1355556785
2569,2209,1280,myconvo,1355556785,0,0,0,0,1,0,0,1355556785
2570,865,1281,myconvo,1360164224,1,0,0,0,0,0,0,1355556799
2571,2209,1281,myconvo,1355556799,0,0,0,0,1,0,0,1355556799
2572,293,1282,myconvo,1357542981,1,0,0,0,0,0,0,1355556813
2573,2209,1282,myconvo,1355556813,0,0,0,0,1,0,0,1355556813
2576,323,1284,myconvo,1355610744,1,0,0,0,0,0,0,1355582980
2577,2209,1284,myconvo,1355618475,0,0,0,0,1,0,0,1355582980
2580,234,1286,myconvo,1360870013,1,0,0,0,0,0,0,1355556915
2581,2209,1286,myconvo,1355556915,0,0,0,0,1,0,0,1355556915
2584,23,1288,myconvo,0,1,0,1,0,0,0,0,1355556948
2585,2209,1288,myconvo,1355556948,0,0,0,0,1,0,0,1355556948
2586,1608,1289,myconvo,0,1,0,1,0,0,0,0,1355556963
2587,2209,1289,myconvo,1355556963,0,0,0,0,1,0,0,1355556963
2588,348,1290,myconvo,0,1,0,1,0,0,0,0,1355556978
2589,2209,1290,myconvo,1355556978,0,0,0,0,1,0,0,1355556978
2602,190,1297,myconvo,0,1,0,1,0,0,0,0,1355557134
2603,2209,1297,myconvo,1355557134,0,0,0,0,1,0,0,1355557134
2606,187,1299,myconvo,0,1,0,1,0,0,0,0,1355557164
2607,2209,1299,myconvo,1355557164,0,0,0,0,1,0,0,1355557164
2610,338,1301,myconvo,0,1,0,1,0,0,0,0,1355557341
2611,2209,1301,myconvo,1355557341,0,0,0,0,1,0,0,1355557341
2612,1066,1302,myconvo,1355586259,1,0,0,0,0,0,0,1355557355
2613,2209,1302,myconvo,1355557355,0,0,0,0,1,0,0,1355557355
2618,821,1305,myconvo,1365648864,1,0,0,0,0,0,0,1355557395
2619,2209,1305,myconvo,1355557395,0,0,0,0,1,0,0,1355557395
2620,2027,1306,myconvo,1355848203,1,0,0,0,0,0,0,1355557408
2621,2209,1306,myconvo,1355557408,0,0,0,0,1,0,0,1355557408
2624,146,1308,myconvo,1355562752,1,0,0,0,0,0,0,1355557434
2625,2209,1308,myconvo,1355557434,0,0,0,0,1,0,0,1355557434
2626,422,1309,myconvo,1360431794,1,0,0,0,0,0,0,1355557448
2627,2209,1309,myconvo,1355557448,0,0,0,0,1,0,0,1355557448
2632,236,1312,myconvo,1381385995,1,0,0,0,0,0,0,1355557616
2633,2209,1312,myconvo,1355557616,0,0,0,0,1,0,0,1355557616
2634,326,1313,myconvo,1362052978,1,0,0,0,0,0,0,1355557631
2635,2209,1313,myconvo,1355557631,0,0,0,0,1,0,0,1355557631
2636,326,1314,myconvo,1362052962,1,0,0,0,0,0,0,1355557680
2637,2209,1314,myconvo,1355557680,0,0,0,0,1,0,0,1355557680
2640,1812,1316,myconvo,1355693349,1,0,0,0,0,0,0,1355557708
2641,2209,1316,myconvo,1355557708,0,0,0,0,1,0,0,1355557708
2642,134,1317,myconvo,0,1,0,1,0,0,0,0,1355557720
2643,2209,1317,myconvo,1355557720,0,0,0,0,1,0,0,1355557720
2644,20,1318,myconvo,0,1,0,1,0,0,0,0,1355557737
2645,2209,1318,myconvo,1355557737,0,0,0,0,1,0,0,1355557737
2648,53,1320,myconvo,1355570868,1,0,0,0,0,0,0,1355557765
2649,2209,1320,myconvo,1355557765,0,0,0,0,1,0,0,1355557765
2658,184,1325,myconvo,1355583381,1,0,0,0,0,0,0,1355557930
2659,2209,1325,myconvo,1355557930,0,0,0,0,1,0,0,1355557930
2664,1368,1328,myconvo,0,1,0,1,0,0,0,0,1355557976
2665,2209,1328,myconvo,1355557976,0,0,0,0,1,0,0,1355557976
2666,246,1329,myconvo,1360085234,1,0,0,0,0,0,0,1355557989
2667,2209,1329,myconvo,1355557989,0,0,0,0,1,0,0,1355557989
2668,65,1330,myconvo,1355617400,1,0,0,0,0,0,0,1355558004
2669,2209,1330,myconvo,1355558004,0,0,0,0,1,0,0,1355558004
2670,364,1331,myconvo,1444863901,1,0,0,0,0,0,0,1355558017
2671,2209,1331,myconvo,1355558017,0,0,0,0,1,0,0,1355558017
2672,296,1332,myconvo,0,1,0,1,0,0,0,0,1355558029
2673,2209,1332,myconvo,1355558029,0,0,0,0,1,0,0,1355558029
2674,86,1333,myconvo,1374770435,1,0,0,0,0,0,0,1374770433
2675,2209,1333,myconvo,1375231797,0,0,0,0,1,0,0,1374770433
2676,158,1334,myconvo,1416347096,1,0,0,0,0,0,0,1355612913
2677,2209,1334,myconvo,1355618599,0,0,0,0,1,0,0,1355612913
2678,279,1335,myconvo,1355719069,1,0,0,0,0,0,0,1355719066
2679,2209,1335,myconvo,1355728229,0,0,0,0,1,0,0,1355719066
2680,230,1336,myconvo,0,1,0,1,0,0,0,0,1355558219
2681,2209,1336,myconvo,1355558219,0,0,0,0,1,0,0,1355558219
2684,446,1338,myconvo,0,1,0,1,0,0,0,0,1355558247
2685,2209,1338,myconvo,1355558247,0,0,0,0,1,0,0,1355558247
2688,25,1340,myconvo,1360333773,1,0,0,0,0,0,0,1355558278
2689,2209,1340,myconvo,1355558278,0,0,0,0,1,0,0,1355558278
2692,157,1342,myconvo,1358111110,1,0,0,0,0,0,0,1355558311
2693,2209,1342,myconvo,1355558311,0,0,0,0,1,0,0,1355558311
2694,41,1343,myconvo,0,1,0,1,0,0,0,0,1355558324
2695,2209,1343,myconvo,1355558324,0,0,0,0,1,0,0,1355558324
2696,182,1344,myconvo,1361477269,1,0,0,0,0,0,0,1355558415
2697,2209,1344,myconvo,1355558415,0,0,0,0,1,0,0,1355558415
2700,255,1346,myconvo,1355690266,1,0,0,0,0,0,0,1355558446
2701,2209,1346,myconvo,1355558446,0,0,0,0,1,0,0,1355558446
2702,331,1347,myconvo,0,1,0,1,0,0,0,0,1355558460
2703,2209,1347,myconvo,1355558460,0,0,0,0,1,0,0,1355558460
2704,204,1348,myconvo,1388640647,1,0,0,0,0,0,0,1355558473
2705,2209,1348,myconvo,1355558473,0,0,0,0,1,0,0,1355558473
2712,54,1352,myconvo,1355585790,1,0,0,0,0,0,0,1355558533
2713,2209,1352,myconvo,1355558533,0,0,0,0,1,0,0,1355558533
2716,9,1354,myconvo,0,1,0,1,0,0,0,0,1355558560
2717,2209,1354,myconvo,1355558560,0,0,0,0,1,0,0,1355558560
2718,240,1355,myconvo,1355818515,1,0,0,0,0,0,0,1355558584
2719,2209,1355,myconvo,1355558584,0,0,0,0,1,0,0,1355558584
2720,164,1356,myconvo,1355616695,1,0,0,0,0,0,0,1355558598
2721,2209,1356,myconvo,1355558598,0,0,0,0,1,0,0,1355558598
2728,4,1360,myconvo,1355567444,1,0,0,0,0,0,0,1355558721
2729,2209,1360,myconvo,1355558721,0,0,0,0,1,0,0,1355558721
2730,3,1361,myconvo,1382324142,1,0,0,0,0,0,0,1355558737
2731,2209,1361,myconvo,1355558737,0,0,0,0,1,0,0,1355558737
2734,13,1363,myconvo,1359374149,1,0,0,0,0,0,0,1355565817
2735,2209,1363,myconvo,1355566286,0,0,0,0,1,0,0,1355565817
2740,323,1366,myconvo,1377667211,1,0,0,0,0,0,0,1355689384
2741,161,1366,myconvo,1355689385,0,0,0,0,1,0,0,1355689384
2743,1176,1367,myconvo,1357255542,1,0,0,0,1,0,0,1357255541
2745,1176,1368,myconvo,1355796413,1,0,0,0,1,0,0,1355796413
2747,1176,1369,myconvo,1355796422,1,0,0,0,1,0,0,1355796422
2749,1176,1370,myconvo,1355895124,1,0,0,0,1,0,0,1355895119
2750,79,1371,myconvo,0,1,0,1,0,0,0,0,1355796518
2751,1176,1371,myconvo,1355796518,1,0,0,0,1,0,0,1355796518
2753,1176,1372,myconvo,1355796527,1,0,0,0,1,0,0,1355796527
2755,1176,1373,myconvo,1355796541,1,0,0,0,1,0,0,1355796541
2756,183,1374,myconvo,0,1,0,1,0,0,0,0,1355796549
2757,1176,1374,myconvo,1355796549,1,0,0,0,1,0,0,1355796549
2760,208,1376,myconvo,1356268110,1,0,0,0,0,0,0,1356268107
2761,2243,1376,myconvo,1356822553,1,0,0,0,1,0,0,1356268107
2762,288,1377,myconvo,1362443982,1,0,0,0,0,0,0,1356033305
2763,2075,1377,myconvo,1356033308,0,0,0,0,1,0,0,1356033305
2764,7,1378,myconvo,1386927533,0,0,0,0,0,0,0,1356034185
2765,164,1378,myconvo,1356034185,1,0,0,0,1,0,0,1356034185
2766,84,1379,myconvo,1356149171,1,0,0,0,0,0,0,1356149160
2767,2243,1379,myconvo,1357407823,1,0,0,0,1,0,0,1356149160
2768,2256,1380,myconvo,1356042280,1,0,0,0,0,0,0,1356042165
2769,67,1380,myconvo,1356042165,0,0,0,0,1,0,0,1356042165
2770,2256,1381,myconvo,1356206530,1,0,0,0,0,0,0,1356206529
2771,239,1381,myconvo,1356798088,0,0,0,0,1,0,0,1356206529
2774,2271,1383,myconvo,1356228845,1,0,0,0,0,0,0,1356228844
2775,130,1383,myconvo,1356469549,0,0,0,0,1,0,0,1356228844
2782,1793,1387,myconvo,1356426287,1,0,0,0,0,0,0,1356426080
2783,72,1387,myconvo,1373279549,1,0,0,0,1,0,0,1356426080
2784,2,1388,myconvo,1356420817,1,0,0,0,0,0,0,1356418554
2785,72,1388,myconvo,1383149512,1,0,0,0,1,0,0,1356418554
2786,495,1389,myconvo,1356447793,1,0,0,0,0,0,0,1356447792
2787,2099,1389,myconvo,1356454598,0,0,0,0,1,0,0,1356447792
2788,2205,1390,myconvo,1356546171,1,0,0,0,0,0,0,1356474167
2789,35,1390,myconvo,1356489429,0,0,0,0,1,0,0,1356474167
2793,72,1392,myconvo,1373279550,1,0,0,0,1,0,0,1356526866
2794,2099,1393,myconvo,1356570523,0,0,0,0,0,0,0,1356570522
2795,353,1393,myconvo,1356574017,1,0,0,0,1,0,0,1356570522
2796,1176,1394,myconvo,1357255501,1,0,0,0,0,0,0,1357255501
2798,146,1395,myconvo,1399710815,1,0,0,0,0,0,0,1356640584
2799,84,1395,myconvo,1356640585,1,0,0,0,1,0,0,1356640584
2800,188,1396,myconvo,1356840276,1,0,0,0,0,0,0,1356649039
2801,2099,1396,myconvo,1356649040,0,0,0,0,1,0,0,1356649039
2805,2288,1398,myconvo,1356688058,1,0,0,0,1,0,0,1356688056
2808,108,1400,myconvo,1356665684,1,0,0,0,0,0,0,1356665662
2809,130,1400,myconvo,1356665662,0,0,0,0,1,0,0,1356665662
2810,72,1401,myconvo,1373279551,1,0,0,0,0,0,0,1356690339
2812,84,1402,myconvo,1356732355,1,0,0,0,0,0,0,1356732354
2813,108,1402,myconvo,1356732473,1,0,0,0,1,0,0,1356732354
2814,315,1403,myconvo,1356737574,1,0,0,0,0,0,0,1356737349
2815,2099,1403,myconvo,1356737350,0,0,0,0,1,0,0,1356737349
2816,2099,1404,myconvo,1356772516,0,0,1,0,0,0,0,1357050014
2817,315,1404,myconvo,1357137134,1,0,0,0,1,0,0,1357050014
2818,84,1405,myconvo,1356754570,1,0,0,0,0,0,0,1356745084
2819,130,1405,myconvo,1356745085,0,0,0,0,1,0,0,1356745084
2820,72,1406,myconvo,1444735198,1,0,0,0,0,0,0,1357273803
2821,1793,1406,myconvo,1357273861,1,0,0,0,1,0,0,1357273803
2822,84,1407,myconvo,1356801361,1,0,0,0,0,0,0,1356801353
2823,108,1407,myconvo,1356816670,1,0,0,0,1,0,0,1356801353
2824,28,1408,myconvo,1357927708,1,0,0,0,0,0,0,1356832570
2825,2319,1408,myconvo,1356791733,1,0,1,0,1,0,0,1356832570
2826,84,1409,myconvo,0,1,0,1,0,0,0,0,1356805916
2827,49,1409,myconvo,1357004310,0,0,0,0,1,0,0,1356805916
2828,49,1410,myconvo,1356816189,0,0,0,0,0,0,0,1356810981
2829,288,1410,myconvo,1356810981,1,0,0,0,1,0,0,1356810981
2832,298,1412,myconvo,1368242868,1,0,0,0,0,0,0,1356825562
2833,49,1412,myconvo,1356826333,0,0,0,0,1,0,0,1356825562
2834,2319,1413,myconvo,1356851161,1,0,0,0,0,0,0,1356850198
2835,146,1413,myconvo,1356850199,1,0,0,0,1,0,0,1356850198
2836,29,1414,myconvo,1388652485,1,0,0,0,0,0,0,1356849206
2837,2319,1414,myconvo,1356849424,1,0,0,0,1,0,0,1356849206
2838,49,1415,myconvo,1356851374,0,0,0,0,0,0,0,1356851201
2839,2319,1415,myconvo,1356851203,1,0,0,0,1,0,0,1356851201
2840,132,1416,myconvo,1393788086,0,0,0,0,0,0,0,1393788085
2841,207,1416,myconvo,1393780019,1,0,1,0,1,0,0,1393788085
2842,2220,1417,myconvo,1357055507,1,0,0,0,0,0,0,1357045574
2843,2099,1417,myconvo,1357045575,0,0,0,0,1,0,0,1357045574
2844,2319,1418,myconvo,1356920428,1,0,0,0,0,0,0,1356918755
2845,283,1418,myconvo,1371492271,0,0,0,0,1,0,0,1356918755
2846,2319,1419,myconvo,1357749667,1,0,0,0,0,0,0,1357646616
2847,35,1419,myconvo,1357647639,0,0,0,0,1,0,0,1357646616
2848,84,1420,myconvo,0,1,0,1,0,0,0,0,1356930373
2849,35,1420,myconvo,1356930373,0,0,0,0,1,0,0,1356930373
2850,293,1421,myconvo,1356934874,1,0,0,0,0,0,0,1356934874
2851,317,1421,myconvo,1356935306,1,0,0,0,1,0,0,1356934874
2852,317,1422,myconvo,1357354320,1,0,1,0,0,0,0,1357356318
2853,49,1422,myconvo,1357428193,0,0,0,0,1,0,0,1357356318
2854,279,1423,myconvo,1357421137,1,0,0,0,0,0,0,1357399558
2855,2099,1423,myconvo,1357399564,0,0,0,0,1,0,0,1357399558
2856,2037,1424,myconvo,1357438026,1,0,0,0,0,0,0,1357438025
2857,7,1424,myconvo,1358717956,1,0,0,0,1,0,0,1357438025
2858,188,1425,myconvo,1357743536,1,0,0,0,0,0,0,1357301204
2859,2099,1425,myconvo,1357301205,0,0,0,0,1,0,0,1357301204
2860,1066,1426,myconvo,1357232935,1,0,0,0,0,0,0,1357232454
2861,72,1426,myconvo,1384617905,1,0,0,0,1,0,0,1357232454
2862,2075,1427,myconvo,1357240347,0,0,0,0,0,0,0,1357240342
2863,2027,1427,myconvo,1357240894,1,0,0,0,1,0,0,1357240342
2864,7,1428,myconvo,1357242218,0,0,0,0,0,0,0,1357242218
2865,2319,1428,myconvo,1357258533,1,0,0,0,1,0,0,1357242218
2866,2075,1429,myconvo,1357238279,0,0,0,0,0,0,0,1357238273
2867,2319,1429,myconvo,1357239418,1,0,0,0,1,0,0,1357238273
2868,28,1430,myconvo,1357927902,1,0,0,0,0,0,0,1357238006
2869,2319,1430,myconvo,1357239427,1,0,0,0,1,0,0,1357238006
2870,2075,1431,myconvo,1357241547,0,0,0,0,0,0,0,1357241544
2871,2027,1431,myconvo,1357241639,1,0,0,0,1,0,0,1357241544
2872,2349,1432,myconvo,1357490414,1,0,0,0,0,0,0,1357424720
2873,2075,1432,myconvo,1357424767,0,0,0,0,1,0,0,1357424720
2876,7,1434,myconvo,1357736586,0,0,0,0,0,0,0,1357606465
2877,65,1434,myconvo,1357606467,1,0,0,0,1,0,0,1357606465
2878,67,1435,myconvo,1357339846,0,0,0,0,0,0,0,1357339845
2879,2345,1435,myconvo,1357339947,1,0,0,0,1,0,0,1357339845
2880,2288,1436,myconvo,1378261641,1,0,0,0,0,0,0,1357371758
2884,335,1438,myconvo,1357415914,1,0,0,0,0,0,0,1357415903
2885,2099,1438,myconvo,1357415904,0,0,0,0,1,0,0,1357415903
2886,4,1439,myconvo,1357418908,1,0,0,0,0,0,0,1357414893
2887,2075,1439,myconvo,1357510215,0,0,0,0,1,0,0,1357414893
2892,288,1442,myconvo,1357466854,1,0,0,0,0,0,0,1357466356
2893,2075,1442,myconvo,1357484675,0,0,0,0,1,0,0,1357466356
2896,2082,1444,myconvo,1367104804,1,0,0,0,0,0,0,1357499155
2897,255,1444,myconvo,1357499156,1,0,0,0,1,0,0,1357499155
2898,279,1445,myconvo,1357509256,1,0,1,0,0,0,0,1357511022
2899,255,1445,myconvo,1357511023,1,0,0,0,1,0,0,1357511022
2900,188,1446,myconvo,1358438585,1,0,0,0,0,0,0,1358096764
2901,72,1446,myconvo,1444735210,1,0,0,0,1,0,0,1358096764
2902,2319,1447,myconvo,1357551540,1,0,0,0,0,0,0,1357532481
2903,293,1447,myconvo,1358053925,1,0,0,0,1,0,0,1357532481
2904,2220,1448,myconvo,1357604909,1,0,0,0,0,0,0,1357573066
2905,2099,1448,myconvo,1357573069,0,0,0,0,1,0,0,1357573066
2906,1,1449,myconvo,1359874584,0,0,0,0,0,0,0,1357483104
2907,53,1449,myconvo,1357483104,1,0,0,0,1,0,0,1357483104
2908,91,1450,myconvo,1357580350,1,0,0,0,0,0,0,1357518543
2909,2099,1450,myconvo,1357518543,0,0,0,0,1,0,0,1357518543
2910,2027,1451,myconvo,1360778781,1,0,0,0,0,0,0,1357534832
2911,49,1451,myconvo,1357534832,0,0,0,0,1,0,0,1357534832
2912,49,1452,myconvo,1357584076,0,1,0,0,0,0,0,1357583430
2913,53,1452,myconvo,1357741284,1,0,0,0,1,0,0,1357583430
2916,53,1454,myconvo,1358992345,1,0,0,0,0,0,0,1358992344
2917,35,1454,myconvo,1359166203,0,0,0,0,1,0,0,1358992344
2918,2345,1455,myconvo,1360050034,1,0,0,0,0,0,0,1360029672
2919,315,1455,myconvo,1360029748,1,0,0,0,1,0,0,1360029672
2920,2392,1456,myconvo,1361983453,0,0,0,0,0,0,0,1357752559
2921,2,1456,myconvo,1357752559,1,0,0,0,1,0,0,1357752559
2922,1109,1457,myconvo,1357752582,1,0,0,0,0,0,0,1357752540
2923,2099,1457,myconvo,1357752540,1,0,0,0,1,0,0,1357752540
2924,2243,1458,myconvo,1357771151,1,0,0,0,0,0,0,1357770405
2925,161,1458,myconvo,1357770848,0,0,0,0,1,0,0,1357770405
2926,283,1459,myconvo,1455979385,0,0,0,0,0,0,0,1357932096
2927,2345,1459,myconvo,1357933509,1,0,0,0,1,0,0,1357932096
2928,274,1460,myconvo,1358535733,1,0,0,0,0,0,0,1358535730
2929,2336,1460,myconvo,1358631630,1,0,0,0,1,0,0,1358535730
2930,1109,1461,myconvo,1361901390,1,0,0,0,0,0,0,1357839475
2931,2345,1461,myconvo,1357840118,1,0,0,0,1,0,0,1357839475
2932,188,1462,myconvo,1357881202,1,0,0,0,0,0,0,1357880825
2933,161,1462,myconvo,1357880993,0,0,0,0,1,0,0,1357880825
2934,7,1463,myconvo,1357952566,0,0,0,0,0,0,0,1357952565
2935,2037,1463,myconvo,1357957366,1,0,0,0,1,0,0,1357952565
2936,1109,1464,myconvo,1358181073,1,0,0,0,0,0,0,1357918194
2937,2099,1464,myconvo,1357918221,1,0,0,0,1,0,0,1357918194
2939,2099,1465,myconvo,1357916303,1,0,0,0,1,0,0,1357916303
2940,2319,1466,myconvo,1358054763,1,0,0,0,0,0,0,1358039231
2941,2457,1466,myconvo,1358039232,1,0,0,0,1,0,0,1358039231
2942,991,1467,myconvo,1370379686,1,0,0,0,0,0,0,1358168059
2943,7,1467,myconvo,1358171374,0,0,0,0,1,0,0,1358168059
2944,1,1468,myconvo,1397156196,0,0,0,0,0,0,0,1358089707
2945,65,1468,myconvo,1358089708,1,0,0,0,1,0,0,1358089707
2947,2336,1469,myconvo,1358114756,1,0,0,0,1,0,0,1358044074
2952,1104,1472,myconvo,1358316953,1,0,0,0,0,0,0,1358269633
2953,1209,1472,myconvo,1358269635,0,0,0,0,1,0,0,1358269633
2954,2,1473,myconvo,1392585333,1,0,0,0,0,0,0,1358357890
2960,130,1476,myconvo,1358793535,1,0,0,0,0,0,0,1358793533
2961,2336,1476,myconvo,1358812514,1,0,0,0,1,0,0,1358793533
2962,132,1477,myconvo,1358795339,0,0,0,0,0,0,0,1358795332
2963,130,1477,myconvo,1358795333,1,0,0,0,1,0,0,1358795332
2968,2345,1480,myconvo,1358880293,1,0,0,0,0,0,0,1358864784
2969,2623,1480,myconvo,1455624428,0,0,0,0,1,0,0,1358864784
2971,2288,1481,myconvo,1359014767,1,0,0,0,1,0,0,1359010098
2972,288,1482,myconvo,1359128497,0,0,0,0,0,0,0,1359091911
2973,274,1482,myconvo,1359239855,1,0,0,0,1,0,0,1359091911
2974,1,1483,myconvo,1359030700,0,0,0,0,0,0,0,1358990789
2975,65,1483,myconvo,1358990789,1,0,0,0,1,0,0,1358990789
2978,132,1485,myconvo,1359054439,0,0,0,0,0,0,0,1359054438
2979,2678,1485,myconvo,1359135271,1,0,0,0,1,0,0,1359054438
2980,2275,1486,myconvo,1359147581,1,0,0,0,0,0,0,1359146706
2981,2678,1486,myconvo,1359146960,1,0,0,0,1,0,0,1359146706
2982,16,1487,myconvo,1360113467,0,0,0,0,0,0,0,1359151504
2983,2678,1487,myconvo,1359151505,1,0,0,0,1,0,0,1359151504
2984,2037,1488,myconvo,1370754495,1,0,0,0,0,0,0,1359190332
2985,2678,1488,myconvo,1359190558,1,0,0,0,1,0,0,1359190332
2986,2275,1489,myconvo,1360180797,1,0,0,0,0,0,0,1360180787
2987,2678,1489,myconvo,1359472798,1,0,1,0,1,0,0,1360180787
2990,2678,1491,myconvo,1359235980,1,0,0,0,0,0,0,1359235922
2992,274,1492,myconvo,1359237500,1,0,0,0,0,0,0,1359237497
2995,857,1493,myconvo,1359242503,1,0,0,0,1,0,0,1359242500
3002,130,1497,myconvo,1359319808,1,0,0,0,0,0,0,1359317660
3004,208,1498,myconvo,1359308392,1,0,0,0,0,0,0,1359308387
3006,1,1499,myconvo,1359711616,0,0,0,0,0,0,0,1359711605
3007,274,1499,myconvo,1359753671,1,0,0,0,1,0,0,1359711605
3010,7,1501,myconvo,1359592497,0,0,0,0,0,0,0,1359591433
3011,130,1501,myconvo,1359591475,1,0,0,0,1,0,0,1359591433
