mt_id,mt_date,mt_title,mt_hasattach,mt_starter_id,mt_start_time,mt_last_post_time,mt_invited_members,mt_to_count,mt_to_member_id,mt_replies,mt_last_msg_id,mt_first_msg_id,mt_is_draft,mt_is_deleted,mt_is_system
1178,1355554556,Hi,0,2209,1355554556,1355554556,a:0:{},0,114,0,4523,4523,0,1,0
1179,1355554569,Hi,0,2209,1355554569,1355554569,a:0:{},0,2144,0,4524,4524,0,1,0
1189,1355554748,Hi,0,2209,1355554748,1355612247,a:0:{},0,168,1,4727,4534,0,1,0
1190,1355554761,Hi,0,2209,1355554761,1355554761,a:0:{},-1,878,0,4535,4535,0,1,0
1191,1355554779,Hi,0,2209,1355554779,1355554779,a:0:{},-1,1074,0,4536,4536,0,1,0
1192,1355554839,Hi,0,2209,1355554839,1355554839,a:0:{},-1,64,0,4537,4537,0,1,0
1194,1355554868,Hi,0,2209,1355554868,1355554868,a:0:{},-1,55,0,4539,4539,0,1,0
1195,1355554884,Hi,0,2209,1355554884,1355554884,a:0:{},-1,63,0,4540,4540,0,1,0
1196,1355554898,Hi,0,2209,1355554898,1355554898,a:0:{},-1,1104,0,4541,4541,0,1,0
1199,1355554949,Hi,0,2209,1355554949,1355554949,a:0:{},-1,322,0,4544,4544,0,1,0
1201,1355554979,Hi,0,2209,1355554979,1355554979,a:0:{},-1,197,0,4546,4546,0,1,0
1202,1355555044,Hi,0,2209,1355555044,1355555044,a:0:{},-1,1122,0,4547,4547,0,1,0
1203,1355555058,Hi,0,2209,1355555058,1355555058,a:0:{},-1,263,0,4548,4548,0,1,0
1204,1355555075,Hi,0,2209,1355555075,1355555075,a:0:{},-1,150,0,4549,4549,0,1,0
1205,1355555088,Hi,0,2209,1355555088,1355555088,a:0:{},-1,28,0,4550,4550,0,1,0
1206,1355555102,Hi,0,2209,1355555102,1355555102,a:0:{},-1,6,0,4551,4551,0,1,0
1207,1355555117,Hi,0,2209,1355555117,1355555117,a:0:{},-1,43,0,4552,4552,0,1,0
1208,1355555131,Hi,0,2209,1355555131,1355555131,a:0:{},-1,267,0,4553,4553,0,1,0
1209,1355555146,Hi,0,2209,1355555146,1355555146,a:0:{},-1,265,0,4554,4554,0,1,0
1211,1355555178,Hi,0,2209,1355555178,1355555178,a:0:{},-1,73,0,4556,4556,0,1,0
1212,1355555192,Hi,0,2209,1355555192,1355555192,a:0:{},-1,299,0,4557,4557,0,1,0
1214,1355555221,Hi,0,2209,1355555221,1355555221,a:0:{},-1,2205,0,4559,4559,0,1,0
1217,1355555353,Hi,0,2209,1355555353,1355555353,a:0:{},-1,198,0,4562,4562,0,1,0
1220,1355555398,Hi,0,2209,1355555398,1355555398,a:0:{},-1,174,0,4565,4565,0,1,0
1221,1355555412,Hi,0,2209,1355555412,1355555412,a:0:{},-1,2037,0,4566,4566,0,1,0
1222,1355555426,Hi,0,2209,1355555426,1355555426,a:0:{},-1,62,0,4567,4567,0,1,0
1224,1355555456,Hi,0,2209,1355555456,1355555456,a:0:{},-1,142,0,4569,4569,0,1,0
1228,1355555530,Hi,0,2209,1355555530,1355555530,a:0:{},-1,143,0,4573,4573,0,1,0
1229,1355555551,Hi,0,2209,1355555551,1355555551,a:0:{},-1,209,0,4574,4574,0,1,0
1230,1355555565,Hi,0,2209,1355555564,1355555564,a:0:{},-1,329,0,4575,4575,0,1,0
1231,1355555582,Hi,0,2209,1355555582,1355555582,a:0:{},-1,358,0,4576,4576,0,1,0
1232,1355555597,Hi,0,2209,1355555597,1355555597,a:0:{},-1,207,0,4577,4577,0,1,0
1236,1355555660,Hi,0,2209,1355555660,1355555660,a:0:{},0,139,0,4581,4581,0,1,0
1240,1355555717,Hi,0,2209,1355555717,1355726619,a:0:{},0,1109,1,4733,4585,0,1,0
1242,1355555749,Hi,0,2209,1355555748,1355555748,a:0:{},0,79,0,4587,4587,0,1,0
1245,1355555792,Hi,0,2209,1355555792,1355555792,a:0:{},0,368,0,4590,4590,0,1,0
1246,1355555812,Hi,0,2209,1355555812,1355555812,a:0:{},0,39,0,4591,4591,0,1,0
1249,1355555861,Hi,0,2209,1355555861,1355555861,a:0:{},0,333,0,4594,4594,0,1,0
1250,1355555874,Hi,0,2209,1355555873,1355556417,a:0:{},0,1793,3,4618,4595,0,1,0
1251,1355555887,Hi,0,2209,1355555887,1355555887,a:0:{},0,167,0,4596,4596,0,1,0
1262,1355556059,Hi,0,2209,1355556058,1355556058,a:0:{},0,191,0,4608,4608,0,1,0
1265,1355556119,Hi,0,2209,1355556119,1355556119,a:0:{},0,2,0,4612,4612,0,1,0
1269,1355556176,Hi,0,2209,1355556176,1355556176,a:0:{},0,175,0,4616,4616,0,1,0
1270,1355556626,Hi,0,2209,1355556626,1355556626,a:0:{},0,1270,0,4619,4619,0,1,0
1271,1355556642,Hi,0,2209,1355556641,1355556641,a:0:{},0,144,0,4620,4620,0,1,0
1272,1355556656,Hi,0,2209,1355556656,1355625492,a:0:{},0,805,1,4729,4621,0,1,0
1276,1355556723,Hi,0,2209,1355556722,1355556722,a:0:{},0,129,0,4625,4625,0,1,0
1277,1355556738,Hi,0,2209,1355556738,1355571684,a:0:{},0,91,1,4719,4626,0,1,0
1278,1355556758,Hi,0,2209,1355556758,1355556758,a:0:{},0,1772,0,4627,4627,0,1,0
1280,1355556785,Hi,0,2209,1355556785,1355556785,a:0:{},0,274,0,4629,4629,0,1,0
1281,1355556799,Hi,0,2209,1355556799,1355556799,a:0:{},0,865,0,4630,4630,0,1,0
1282,1355556813,Hi,0,2209,1355556813,1355556813,a:0:{},0,293,0,4631,4631,0,1,0
1284,1355556875,Hi,0,2209,1355556875,1355582980,a:0:{},0,323,1,4721,4633,0,1,0
1286,1355556915,Hi,0,2209,1355556915,1355556915,a:0:{},0,234,0,4635,4635,0,1,0
1288,1355556948,Hi,0,2209,1355556948,1355556948,a:0:{},0,23,0,4637,4637,0,1,0
1289,1355556963,Hi,0,2209,1355556963,1355556963,a:0:{},0,1608,0,4638,4638,0,1,0
1290,1355556979,Hi,0,2209,1355556978,1355556978,a:0:{},0,348,0,4639,4639,0,1,0
1297,1355557134,Hi,0,2209,1355557134,1355557134,a:0:{},0,190,0,4646,4646,0,1,0
1299,1355557164,Hi,0,2209,1355557164,1355557164,a:0:{},0,187,0,4648,4648,0,1,0
1301,1355557342,Hi,0,2209,1355557341,1355557341,a:0:{},0,338,0,4650,4650,0,1,0
1302,1355557355,Hi,0,2209,1355557355,1355557355,a:0:{},0,1066,0,4651,4651,0,1,0
1305,1355557396,Hi,0,2209,1355557395,1355557395,a:0:{},0,821,0,4654,4654,0,1,0
1306,1355557408,Hi,0,2209,1355557408,1355557408,a:0:{},0,2027,0,4655,4655,0,1,0
1308,1355557434,Hi,0,2209,1355557434,1355557434,a:0:{},0,146,0,4657,4657,0,1,0
1309,1355557448,Hi,0,2209,1355557448,1355557448,a:0:{},0,422,0,4658,4658,0,1,0
1312,1355557616,Hi,0,2209,1355557616,1355557616,a:0:{},0,236,0,4661,4661,0,1,0
1313,1355557631,Hi,0,2209,1355557631,1355557631,a:0:{},0,326,0,4662,4662,0,1,0
1314,1355557680,Hi,0,2209,1355557680,1355557680,a:0:{},0,326,0,4663,4663,0,1,0
1316,1355557708,Hi,0,2209,1355557708,1355557708,a:0:{},0,1812,0,4665,4665,0,1,0
1317,1355557720,Hi,0,2209,1355557720,1355557720,a:0:{},0,134,0,4666,4666,0,1,0
1318,1355557737,Hi,0,2209,1355557737,1355557737,a:0:{},0,20,0,4667,4667,0,1,0
1320,1355557765,Hi,0,2209,1355557765,1355557765,a:0:{},0,53,0,4669,4669,0,1,0
1325,1355557930,Hi,0,2209,1355557930,1355557930,a:0:{},0,184,0,4674,4674,0,1,0
1328,1355557977,Hi,0,2209,1355557976,1355557976,a:0:{},0,1368,0,4677,4677,0,1,0
1329,1355557989,Hi,0,2209,1355557989,1355557989,a:0:{},0,246,0,4678,4678,0,1,0
1330,1355558004,Hi,0,2209,1355558004,1355558004,a:0:{},0,65,0,4679,4679,0,1,0
1331,1355558017,Hi,0,2209,1355558017,1355558017,a:0:{},0,364,0,4680,4680,0,1,0
1332,1355558030,Hi,0,2209,1355558029,1355558029,a:0:{},0,296,0,4681,4681,0,1,0
1333,1355558043,Hi,0,2209,1355558043,1374770433,a:0:{},0,86,1,6519,4682,0,1,0
1334,1355558061,Hi,0,2209,1355558061,1355612913,a:0:{},0,158,1,4728,4683,0,1,0
1335,1355558078,Hi,0,2209,1355558078,1355719066,a:0:{},0,279,1,4732,4684,0,1,0
1336,1355558219,Hi,0,2209,1355558219,1355558219,a:0:{},0,230,0,4685,4685,0,1,0
1338,1355558247,Hi,0,2209,1355558247,1355558247,a:0:{},0,446,0,4687,4687,0,1,0
1340,1355558279,Hi,0,2209,1355558278,1355558278,a:0:{},0,25,0,4689,4689,0,1,0
1342,1355558311,Hi,0,2209,1355558311,1355558311,a:0:{},0,157,0,4691,4691,0,1,0
1343,1355558324,Hi,0,2209,1355558324,1355558324,a:0:{},0,41,0,4692,4692,0,1,0
1344,1355558415,Hi,0,2209,1355558415,1355558415,a:0:{},0,182,0,4693,4693,0,1,0
1346,1355558446,Hi,0,2209,1355558446,1355558446,a:0:{},0,255,0,4695,4695,0,1,0
1347,1355558460,Hi,0,2209,1355558460,1355558460,a:0:{},0,331,0,4696,4696,0,1,0
1348,1355558473,Hi,0,2209,1355558473,1355558473,a:0:{},0,204,0,4697,4697,0,1,0
1352,1355558533,Hi,0,2209,1355558533,1355558533,a:0:{},0,54,0,4701,4701,0,1,0
1354,1355558560,Hi,0,2209,1355558560,1355558560,a:0:{},0,9,0,4703,4703,0,1,0
1355,1355558584,Hi,0,2209,1355558584,1355558584,a:0:{},0,240,0,4704,4704,0,1,0
1356,1355558598,Hi,0,2209,1355558598,1355558598,a:0:{},0,164,0,4705,4705,0,1,0
1360,1355558721,Hi,0,2209,1355558721,1355558721,a:0:{},0,4,0,4709,4709,0,1,0
1361,1355558737,Hi,0,2209,1355558737,1355558737,a:0:{},0,3,0,4710,4710,0,1,0
1363,1355558770,Hi,0,2209,1355558770,1355565817,a:0:{},0,13,1,4718,4712,0,1,0
1366,1355596268,KoA,0,161,1355596268,1355689384,a:0:{},0,323,2,4730,4722,0,1,0
1367,1355796301,Hello,0,1176,1355796301,1357255541,a:0:{},0,0,6,5003,4735,0,0,0
1368,1355796413,Ahoy,0,1176,1355796413,1355796413,a:0:{},0,0,0,4736,4736,0,0,0
1369,1355796423,Ahoy,0,1176,1355796422,1355796422,a:0:{},0,0,0,4737,4737,0,0,0
1370,1355796495,Hello,0,1176,1355796494,1355895119,a:0:{},0,0,2,4746,4738,0,0,0
1371,1355796518,Hello,0,1176,1355796518,1355796518,a:0:{},1,79,0,4739,4739,0,0,0
1372,1355796527,Hello&#33;,0,1176,1355796527,1355796527,a:0:{},0,0,0,4740,4740,0,0,0
1373,1355796541,Hello,0,1176,1355796541,1355796541,a:0:{},0,0,0,4741,4741,0,0,0
1374,1355796549,Salutations,0,1176,1355796549,1355796549,a:0:{},1,183,0,4742,4742,0,0,0
1376,1355963837,Boas,0,2243,1355963837,1356268107,a:0:{},1,208,5,4784,4747,0,0,0
1377,1356009671,lel,0,2075,1356009671,1356033305,a:0:{},0,288,6,4758,4749,0,1,0
1378,1356034185,Recommendations,0,164,1356034185,1356034185,a:0:{},0,7,0,4759,4759,0,0,0
1379,1356041553,"Fascist Capitalism",0,2243,1356041553,1356149160,a:0:{},1,84,5,4776,4760,0,0,0
1380,1356041769,"Intro thread",0,67,1356041769,1356042165,a:0:{},0,2256,2,4765,4762,0,1,0
1381,1356045804,"the Internets is a small place sometimes",0,239,1356045804,1356206529,a:0:{},0,2256,3,4780,4766,0,1,0
1383,1356223695,Hi,0,130,1356223695,1356228844,a:0:{},0,2271,1,4783,4782,0,1,0
1387,1356411944,"regarding your question",0,72,1356411944,1356426080,a:0:{},1,1793,2,4799,4796,0,0,0
1388,1356418554,"Revolutionary leftist is back&#33;",0,72,1356418554,1356418554,a:0:{},1,2,0,4797,4797,0,0,0
1389,1356446590,Hi&#33;,0,2099,1356446589,1356447792,a:0:{},0,495,1,4801,4800,0,1,0
1390,1356459257,RPGs,0,35,1356459257,1356474167,a:0:{},0,2205,7,4812,4802,0,1,0
1392,1356511299,"Thanks for adding me. ",0,72,1356511299,1356526866,a:0:{},0,0,2,4816,4814,0,0,0
1393,1356558972,Comrade&#33;,0,353,1356558972,1356570522,a:0:{},0,2099,10,4828,4817,0,0,0
1394,1356578119,"&#39;Ello ",0,0,1356578119,1357255501,a:0:{},0,1176,2,5002,4829,0,1,0
1395,1356601461,You,0,84,1356601461,1356640584,a:0:{},1,146,11,4843,4831,0,0,0
1396,1356624821,Hello&#33;,0,2099,1356624821,1356649039,a:0:{},0,188,2,4845,4832,0,1,0
1398,1356656063,"I think I do know you.",0,2288,1356656063,1356688056,a:0:{},-1,0,2,4855,4847,0,0,0
1400,1356665135,.,0,130,1356665135,1356665662,a:0:{},0,108,2,4853,4851,0,1,0
1401,1356688087,"Good quote",0,0,1356688087,1356690339,a:0:{},0,72,1,4858,4856,0,1,0
1402,1356730096,"William F. Buckley Jr.",0,108,1356730092,1356732354,a:0:{},1,84,3,4867,4864,0,0,0
1403,1356736561,Hi&#33;,0,2099,1356736561,1356737349,a:0:{},0,315,2,4870,4868,0,1,0
1404,1356737856,...,0,315,1356737856,1357050014,a:0:{},0,2099,8,4965,4871,0,0,0
1405,1356742503,"Here It Is",0,130,1356742502,1356745084,a:0:{},0,84,4,4881,4876,0,1,0
1406,1356744291,story,0,1793,1356744290,1357273803,a:0:{},1,72,14,5021,4879,0,0,0
1407,1356787850,Pinochet,0,108,1356787849,1356801353,a:0:{},1,84,1,4893,4886,0,0,0
1408,1356788528,Hello,0,2319,1356788528,1356832570,a:0:{},1,28,6,4904,4887,0,0,0
1409,1356805917,hahahahahaha,0,49,1356805916,1356805916,a:0:{},0,84,0,4894,4894,0,1,0
1410,1356810981,"You have a point about Eugenics",0,288,1356810981,1356810981,a:0:{},0,49,0,4895,4895,0,0,0
1412,1356825562,"Aristocrat,",0,49,1356825562,1356825562,a:0:{},0,298,0,4902,4902,0,1,0
1413,1356833806,Hi,0,146,1356833806,1356850198,a:0:{},1,2319,1,4912,4905,0,0,0
1414,1356848065,Hi&#33;,0,2319,1356848065,1356849206,a:0:{},1,29,1,4910,4908,0,0,0
1415,1356848425,Hi.,0,2319,1356848425,1356851201,a:0:{},0,49,2,4913,4909,0,0,0
1416,1356872684,"Oi, mate&#33;",0,207,1356872684,1393788085,a:0:{},0,132,28,8425,4914,0,0,0
1417,1356916494,Hi&#33;,0,2099,1356916494,1357045574,a:0:{},0,2220,8,4964,4925,0,1,0
1418,1356918755,Salute...,0,283,1356918755,1356918755,a:0:{},0,2319,0,4926,4926,0,1,0
1419,1356921136,"Greetings,",0,35,1356921136,1357646616,a:0:{},0,2319,7,5121,4927,0,1,0
1420,1356930373,Question,0,35,1356930373,1356930373,a:0:{},0,84,0,4928,4928,0,1,0
1421,1356933884,Hey,0,317,1356933884,1356934874,a:0:{},1,293,1,4931,4929,0,0,0
1422,1356938523,"You failed the sprudo test",0,49,1356938523,1357356318,a:0:{},0,317,41,5042,4934,0,1,0
1423,1357119660,Hello.,0,2099,1357119660,1357399558,a:0:{},0,279,6,5049,4970,0,1,0
1424,1357208049,Hello,0,7,1357208048,1357438025,a:0:{},1,2037,5,5070,4976,0,0,0
1425,1357209550,Hello.,0,2099,1357209549,1357301204,a:0:{},0,188,8,5024,4977,0,1,0
1426,1357232168,Victory&#33;,0,72,1357232168,1357232454,a:0:{},1,1066,1,4983,4982,0,0,0
1427,1357233056,skype,0,2027,1357233056,1357240342,a:0:{},0,2075,1,4992,4984,0,0,0
1428,1357236098,Hey,0,2319,1357236098,1357242218,a:0:{},0,7,1,4998,4986,0,0,0
1429,1357236285,Hey...,0,2319,1357236285,1357238273,a:0:{},0,2075,1,4990,4987,0,0,0
1430,1357237776,Hey...,0,2319,1357237776,1357238006,a:0:{},1,28,1,4989,4988,0,0,0
1431,1357240050,"DNA testing",0,2027,1357240050,1357241544,a:0:{},0,2075,5,4997,4991,0,0,0
1432,1357243841,Hey&#33;,0,2075,1357243841,1357424720,a:0:{},0,2349,3,5066,4999,0,1,0
1434,1357309590,"Pledge update",0,65,1357309590,1357606465,a:0:{},0,7,2,5109,5026,0,0,0
1435,1357339391,Salut&#33;,0,2345,1357339391,1357339845,a:0:{},0,67,1,5032,5031,0,0,0
1436,1357357283,"Banned again.",0,0,1357357283,1357371758,a:0:{},0,2288,1,5045,5043,0,1,0
1438,1357414134,Hello.,0,2099,1357414134,1357415903,a:0:{},0,335,8,5065,5053,0,1,0
1439,1357414215,Hey,0,2075,1357414215,1357414893,a:0:{},0,4,1,5061,5054,0,1,0
1442,1357426235,Hey,0,2075,1357426235,1357466356,a:0:{},0,288,1,5078,5068,0,1,0
1444,1357455464,Brytenwalda?,0,255,1357455464,1357499155,a:0:{},1,2082,2,5087,5071,0,0,0
1445,1357457481,"Hey dude",0,255,1357457481,1357511022,a:0:{},1,279,4,5090,5072,0,0,0
1446,1357462229,"Regarding your quote ",0,72,1357462229,1358096764,a:0:{},1,188,10,5201,5074,0,0,0
1447,1357465597,uhhhhh....,0,293,1357465597,1357532481,a:0:{},1,2319,6,5092,5076,0,0,0
1448,1357472068,Hello.,0,2099,1357472068,1357573066,a:0:{},0,2220,2,5101,5083,0,1,0
1449,1357483104,"Ð°",0,53,1357483104,1357483104,a:0:{},0,1,0,5085,5085,0,0,0
1450,1357518543,Hello.,0,2099,1357518543,1357518543,a:0:{},0,91,0,5091,5091,0,1,0
1451,1357534833,skype,0,49,1357534832,1357534832,a:0:{},0,2027,0,5093,5093,0,1,0
1452,1357583431,"Ð¾Ð¿Ð° Ð³Ð°Ð½ Ð³Ð°Ð½ ÑÑ‚Ð°Ð¹Ð»",0,53,1357583430,1357583430,a:0:{},1,49,0,5102,5102,0,0,0
1454,1357674624,greetings,0,35,1357674624,1358992344,a:0:{},0,53,3,5259,5122,0,1,0
1455,1357737255,...,0,315,1357737255,1360029672,a:0:{},1,2345,13,5388,5123,0,0,0
1456,1357741278,"Is this who I think it is?",0,2,1357741277,1357752559,a:0:{},0,2392,2,5145,5132,0,0,0
1457,1357752540,Hi&#33;,0,2099,1357752540,1357752540,a:0:{},1,1109,0,5144,5144,0,0,0
1458,1357769692,"what is going on",0,161,1357769692,1357770405,a:0:{},0,2243,3,5151,5148,0,1,0
1459,1357774911,"Î•Î´ÏŽ Î½Î± ÏƒÎµ Î´ÏŽ&#33;",0,2345,1357774911,1357932096,a:0:{},0,283,4,5184,5152,0,0,0
1460,1357785345,Hello.,0,2336,1357785345,1358535730,a:0:{},1,274,5,5218,5158,0,0,0
1461,1357833479,"Î›Î¯Î³ÎºÎ¿Ï‚ ÎµÎ»Î»Î®Î½Î¹ÎºÎ¿Ï‚",0,2345,1357833479,1357839475,a:0:{},1,1109,1,5161,5160,0,0,0
1462,1357878484,"Russian Orthodoxy",0,161,1357878483,1357880825,a:0:{},0,188,3,5166,5163,0,1,0
1463,1357885704,"Operation Igloo",0,2037,1357885704,1357952565,a:0:{},0,7,1,5186,5167,0,0,0
1464,1357915397,Hello.,0,2099,1357915397,1357918194,a:0:{},1,1109,10,5182,5170,0,0,0
1465,1357916303,Hello&#33;,0,2099,1357916303,1357916303,a:0:{},0,0,0,5175,5175,0,0,0
1466,1357925232,"Come now",0,2457,1357925232,1358039231,a:0:{},1,2319,7,5196,5183,0,0,0
1467,1357940622,igloo,0,7,1357940622,1358168059,a:0:{},0,991,1,5206,5185,0,1,0
1468,1358002926,"Operation Igloo Installments",0,65,1358002926,1358089707,a:0:{},0,1,2,5200,5188,0,0,0
1469,1358040328,Greetings.,0,2336,1358040328,1358044074,a:0:{},0,0,1,5198,5197,0,0,0
1472,1358180484,Fennofasismi,0,1209,1358180484,1358269633,a:0:{},0,1104,2,5214,5211,0,1,0
1473,1358356006,"American Fascist Symbols",0,0,1358356006,1358357890,a:0:{},0,2,1,5216,5215,0,1,0
1476,1358786665,"a Quote.",0,2336,1358786665,1358793533,a:0:{},1,130,1,5229,5228,0,0,0
1477,1358795209,Just,0,130,1358795209,1358795332,a:0:{},0,132,2,5232,5230,0,0,0
1480,1358864784,:),0,2623,1358864784,1358864784,a:0:{},0,2345,0,5237,5237,0,1,0
1481,1358893973,Yo,0,2288,1358893973,1359010098,a:0:{},0,0,5,5260,5240,0,0,0
1482,1358975655,exif,0,274,1358975654,1359091911,a:0:{},0,288,6,5274,5253,0,0,0
1483,1358990789,"Operation Igloo Installments",0,65,1358990789,1358990789,a:0:{},0,1,0,5258,5258,0,0,0
1485,1359054017,Hello&#33;,0,2678,1359054017,1359054438,a:0:{},0,132,1,5269,5268,0,0,0
1486,1359146706,...,0,2678,1359146706,1359146706,a:0:{},1,2275,0,5276,5276,0,0,0
1487,1359147326,"Enquiry ",0,2678,1359147326,1359151504,a:0:{},0,16,4,5281,5277,0,0,0
1488,1359188347,"Thank you&#33;",0,2678,1359188347,1359190332,a:0:{},1,2037,6,5288,5282,0,0,0
1489,1359233140,"Apology ",0,2678,1359233139,1359322765,a:0:{},1,2275,7,5328,5291,0,0,0
1491,1359235622,Capitalism,0,0,1359235622,1359235922,a:0:{},0,2678,2,5298,5295,0,1,0
1492,1359235672,Capitalism,0,0,1359235672,1359237497,a:0:{},0,274,3,5304,5296,0,1,0
1493,1359237643,Hail&#33;,0,857,1359237643,1359242500,a:0:{},0,0,4,5314,5306,0,0,0
1497,1359259020,hey,0,0,1359259019,1359317660,a:0:{},0,130,2,5323,5317,0,1,0
1498,1359303207,nazi=fascist,0,0,1359303207,1359308387,a:0:{},0,208,1,5321,5320,0,1,0
1499,1359320294,"Manual Activation",0,274,1359320294,1359711605,a:0:{},0,1,1,5343,5324,0,0,0
1501,1359512894,"Digital Security",0,130,1359512893,1359591433,a:0:{},0,7,3,5334,5331,0,0,0
1502,1359671794,m88888,0,2075,1359671793,1359704009,a:0:{},0,130,6,5341,5335,0,1,0
1503,1359709538,"Pickens County, Georgia",0,1578,1359709538,1360375278,a:0:{},1,49,1,5449,5342,0,0,0
1505,1359758330,"Here you go",0,16,1359758330,1359760610,a:0:{},0,85,1,5349,5348,0,1,0
1507,1359775984,"Thanks for the reading material",0,2750,1359775984,1360208012,a:0:{},0,7,3,5407,5352,0,0,0
1508,1359795118,Hello,0,857,1359795118,1359799898,a:0:{},1,158,3,5363,5354,0,0,0
1509,1359846084,NBU,0,2256,1359846084,1360392787,a:0:{},1,2037,3,5452,5367,0,0,0
1510,1359891511,...,0,2275,1359891511,1359893127,a:0:{},1,1066,1,5369,5368,0,0,0
1511,1359925987,"NBU DROPS RICHARD",0,85,1359925987,1359925987,a:0:{},0,7,0,5370,5370,0,0,0
1512,1359930054,"Favourite bible verses",0,288,1359930052,1367629759,a:0:{},0,49,1,6103,5371,0,1,0
1513,1359939634,Hi,0,146,1359939634,1361761271,a:0:{},1,2820,2,5651,5372,0,0,0
1514,1359946036,...,0,315,1359946033,1359946033,a:0:{},0,1,0,5373,5373,0,0,0
1515,1360001029,Hey,0,293,1360001029,1360082404,a:0:{},1,2809,1,5392,5375,0,0,0
1516,1360024591,"your avatar",0,161,1360024591,1360029542,a:0:{},0,315,5,5386,5376,0,1,0
1517,1360033323,greetings,0,35,1360033323,1364281470,a:0:{},0,2809,12,5833,5389,0,1,0
1518,1360036360,Paintings,0,2351,1360036360,1360036739,a:0:{},0,161,1,5391,5390,0,0,0
1519,1360093245,"le ethnic cleansing face",0,1986,1360093245,1360093245,a:0:{},1,7,0,5394,5394,0,0,0
1520,1360177504,Activism,0,2336,1360177504,1361449386,a:0:{},1,49,3,5612,5399,0,0,0
1521,1360178068,"lippy boy",0,7,1360178068,1360183180,a:0:{},0,2275,2,5405,5400,0,1,0
1522,1360217038,Greetings,0,857,1360217037,1360841275,a:0:{},1,2037,10,5550,5408,0,0,0
1523,1360304245,"Hello from Australia",0,857,1360304245,1361768484,a:0:{},1,44,3,5652,5411,0,0,0
1524,1360304445,mdma,0,315,1360304445,1360347913,a:0:{},0,132,2,5445,5412,0,0,0
1525,1360304463,Luther,0,857,1360304463,1360328982,a:0:{},1,131,2,5421,5413,0,0,0
1526,1360304652,"Hello from Australia",0,857,1360304652,1361685138,a:0:{},1,315,29,5639,5414,0,0,0
1527,1360304762,Hey,0,857,1360304762,1360305501,a:0:{},0,67,1,5417,5415,0,0,0
1528,1360304809,hello,0,857,1360304809,1360339972,a:0:{},0,132,1,5441,5416,0,0,0
1529,1360330939,g&#39;day,0,857,1360330939,1360330939,a:0:{},1,25,0,5422,5422,0,0,0
1530,1360331226,Hello,0,857,1360331226,1361177933,a:0:{},1,2288,10,5598,5423,0,0,0
1531,1360331479,hello,0,857,1360331479,1362253299,a:0:{},1,101,30,5713,5424,0,0,0
1532,1360331701,Question,0,857,1360331701,1360844272,a:0:{},1,1104,4,5556,5425,0,0,0
1533,1360332061,Greetings,0,857,1360332061,1361162272,a:0:{},0,281,8,5595,5426,0,0,0
1534,1360335375,Hey,0,857,1360335374,1360541172,a:0:{},0,2392,4,5484,5435,0,0,0
1535,1360388784,Lol,0,2871,1360388784,1360388784,a:0:{},0,1,0,5450,5450,0,0,0
1536,1360400132,Hello,0,2288,1360400132,1360522103,a:0:{},1,2871,16,5482,5454,0,0,0
1537,1360486169,Friends,0,857,1360486169,1360843058,a:0:{},0,132,6,5554,5468,0,0,0
1538,1360516886,lol,0,2871,1360516886,1360516886,a:0:{},1,2319,0,5479,5479,0,0,0
1540,1360564662,Howdy,0,857,1360564662,1360564662,a:0:{},1,50,0,5489,5489,0,0,0
1541,1360564743,Question,0,857,1360564742,1360624111,a:0:{},1,293,2,5506,5490,0,0,0
1542,1360564832,.,0,857,1360564831,1360841071,a:0:{},1,2889,6,5549,5491,0,0,0
1543,1360620120," Greetings",0,3023,1360620120,1360622676,a:0:{},1,4,1,5502,5501,0,0,0
1544,1360623748,...,0,315,1360623748,1360626694,a:0:{},1,887,6,5512,5503,0,0,0
1546,1360636301,Hello,0,960,1360636301,1387516706,a:0:{},0,10,8,7552,5514,0,1,0
1548,1360777494,"How&#39;s it going?",0,2027,1360777493,1360870050,a:0:{},0,35,14,5559,5536,0,0,0
1549,1360916827,NBU,0,857,1360916827,1361161991,a:0:{},1,85,4,5594,5562,0,0,0
1550,1361072332,Poland,0,353,1361072332,1361129203,a:0:{},1,361,3,5591,5584,0,0,0
1551,1361178276,Hey,0,857,1361178276,1361178276,a:0:{},1,329,0,5599,5599,0,0,0
1553,1361423420,Recontruction...,0,315,1361423420,1361472518,a:0:{},1,53,1,5613,5610,0,0,0
1554,1361501415,"Know anything about wine?",0,2,1361501415,1361504196,a:0:{},0,283,2,5616,5614,0,0,0
1555,1361562291,Question,0,35,1361562291,1361597858,a:0:{},0,53,2,5624,5617,0,1,0
1556,1361570077,"An invitation",0,2275,1361570077,1361628866,a:0:{},1,1066,1,5626,5619,0,0,0
1557,1361570729,"An invitation",0,2275,1361570728,1361638158,a:0:{},1,1793,1,5628,5620,0,0,0
1558,1361571077,"An invitation",0,2275,1361571077,1361571077,a:0:{},1,2871,0,5621,5621,0,0,0
1559,1361639924,"Just joined.",0,1793,1361639924,1361641010,a:0:{},1,2275,1,5630,5629,0,0,0
1560,1361657215,Hey,0,164,1361657215,1361659032,a:0:{},1,161,1,5632,5631,0,0,0
1561,1361668401,"Join Our Forum",0,1793,1361668400,1361691808,a:0:{},1,72,1,5641,5633,0,0,0
1562,1361668580,"An invitation.",0,1793,1361668580,1361668580,a:0:{},1,2871,0,5634,5634,0,0,0
