word_id,lang_id,word_app,word_pack,word_key,word_default,word_custom,word_default_version,word_custom_version,word_js
1826,1,core,admin_system,t_dayweek,"Every Week Day","",32005,,0
1827,1,core,admin_system,t_ran,"Task ran successfully","",32005,,0
1828,1,core,admin_system,t_nolocate,"Cannot locate: %s/tasks/%s","",32005,,0
1829,1,core,admin_system,t_entertitle,"You must enter a task title.","",32005,,0
1830,1,core,admin_system,t_enterfile,"You must enter a filename for the task to run.","",32005,,0
1831,1,core,admin_system,t_edited,"Task Edited Successfully","",32005,,0
1832,1,core,admin_system,t_saved,"Task Saved Successfully","",32005,,0
1833,1,core,admin_system,t_noedit,"You are unable to edit this task.","",32005,,0
1834,1,core,admin_system,t_create,"Create New Task","",32005,,0
1835,1,core,admin_system,t_creating,"Creating New Task","",32005,,0
1836,1,core,admin_system,task_edit_title,"Editing Task: %s","",32005,,0
1837,1,core,admin_system,edittask_button,"Edit Task","",32005,,0
1838,1,core,admin_system,t_minute,"Every Minute","",32005,,0
1839,1,core,admin_system,t_deleted,"Task deleted","",32005,,0
1840,1,core,admin_system,t_locknomore,"Task lock removed","",32005,,0
1841,1,core,admin_system,t_noid,"No ID was passed. Please try again.","",32005,,0
1842,1,core,admin_system,t_notask,"No task to run.","",32005,,0
1843,1,core,admin_system,t_disabled,"This task has been disabled. Please enable the task before running it.","",32005,,0
1844,1,core,admin_system,t_locked,"This task was locked at %s and cannot be ran until unlocked.","",32005,,0
1845,1,core,admin_system,t_nodelete,"You are unable to delete this task.","",32005,,0
1846,1,core,admin_system,s_virus,"IP.Board Unauthorized File Checker","",32005,,0
1847,1,core,admin_system,s_virus_found,"Suspicious Files Detected","",32005,,0
1848,1,core,admin_system,s_virus_none,"No Suspicious Files Detected","",32005,,0
1849,1,core,admin_system,s_virus_located,"The unauthorized file scan located the following suspicious files.<br />If you're unsure of their origin, please remove them immediately.","",32005,,0
1850,1,core,admin_system,s_virus_nolocated,"The unauthorized file scan did not identify any suspicious files.<br />Please scan regularly to ensure that your system is secure.","",32005,,0
1851,1,core,admin_system,t_removed,"Selected Task Logs Removed","",32005,,0
1852,1,core,admin_system,s_virus_bad,"The IPB unauthorized file checker will check your IPB installation for suspicious files.<br />The unauthorized file checker has not been run in over a week","",32005,,0
1853,1,core,admin_system,s_deep_nav,"Deep Scan","",32005,,0
1854,1,core,admin_system,s_allex,"All Executables","",32005,,0
1855,1,core,admin_system,s_allex_good,"The deep scanner has found %s files.<br />If you're unsure of their origin, please investigate them immediately.","",32005,,0
1856,1,core,admin_system,s_allex_bad,"The deep scanner has found the following files.<br /><strong>%s</strong> of %s files are rating 7/10 or more.<br />If you're unsure of their origin, please investigate them immediately.","",32005,,0
1857,1,core,admin_system,s_virus_good,"The IPB unauthorized file checker will check your IPB installation for suspicious files.<br />The unauthorized file checker was last run: ","",32005,,0
1858,1,core,admin_system,s_rename_bad,"The default 'admin' directory can be renamed to make it hard to find.<br />The admin directory has not been renamed.","",32005,,0
1859,1,core,admin_system,s_completeform,"You must complete the form. Please try again.","",32005,,0
1860,1,core,admin_system,s_written,"Authentication files written","",32005,,0
1861,1,core,admin_system,s_htaccess_nav,"ACP .htaccess","",32005,,0
1862,1,core,admin_system,s_rename_nav,"Rename the admin directory","",32005,,0
1863,1,core,admin_system,s_chmod_good,"CHMOD change completed.","",32005,,0
1864,1,core,admin_system,s_chmod_bad,"<strong>Could not complete the process.</strong><br />Please use your FTP client to change the CHMOD value of 'conf_global.php' to 0444.","",32005,,0
1865,1,core,admin_system,s_written_to,"Written .htaccess to %s...","",32005,,0
1866,1,core,admin_system,s_conf_bad,"After installation, you should change the CHMOD on the ""conf_global.php"" file to prevent others from reading and writing to it.<br />""conf_global.php"" is writeable.","",32005,,0
1867,1,core,admin_system,s_skipped,"Skipped %s, could not write into it...","",32005,,0
1868,1,core,admin_system,s_rename,"Rename The 'admin' Directory","",32005,,0
1869,1,core,admin_system,s_rename_good,"The default 'admin' directory can be renamed to make it hard to find.<br />The admin directory HAS been renamed.","",32005,,0
1870,1,core,admin_system,s_toggle,"Toggle Now","",32005,,0
1871,1,core,admin_system,s_phpcgi,"IP.Board PHP/CGI .htaccess Protection","",32005,,0
1872,1,core,admin_system,s_phpcgi_good,"IP.Board can write .htaccess files to non-PHP directories to prevent PHP and CGI files from executing.<br />IP.Board has located some .htaccess files.","",32005,,0
1873,1,core,admin_system,s_phpcgi_bad,"IP.Board can write .htaccess files to non-PHP directories to prevent PHP and CGI files from executing.<br />IP.Board <strong>cannot</strong> locate any .htaccess files.","",32005,,0
1874,1,core,admin_system,s_conf,"Make ""conf_global.php"" Un-writable","",32005,,0
1875,1,core,admin_system,s_conf_good,"After installation, you should change the CHMOD on the ""conf_global.php"" file to prevent others from reading and writing to it.<br />""conf_global.php"" is NOT writeable.","",32005,,0
1876,1,core,admin_system,s_htaccess_bad,"To make your ACP even more secure, you can add HTTP authentication in your ""/%s/"" directory.<br />IP.Board <strong>cannot</strong> locate an ACP .htaccess file.","",32005,,0
1877,1,core,admin_system,s_htaccess,"IP.Board ACP .htaccess Protection","",32005,,0
1878,1,core,admin_system,s_htaccess_good,"To make your ACP even more secure, you can take add HTTP authentication in your ""/%s/"" directory.<br />IP.Board has located an ACP .htaccess file.","",32005,,0
1879,1,core,admin_system,q_nohelp,"No help information is available for this function at present.","",32005,,0
1880,1,core,admin_system,s_deep,"IP.Board Executables Deep Scan","",32005,,0
1881,1,core,admin_system,s_learnmore,"Learn More","",32005,,0
1882,1,core,admin_system,s_deep_good,"The IP.Board deep scanner will pick out and list every single executable file in your installation.<br />The scanner was last run: ","",32005,,0
1883,1,core,admin_system,s_runtool,"Run Tool Now","",32005,,0
1884,1,core,admin_system,s_deep_bad,"The IP.Board deep scanner will pick out and list every single executable file in your installation.<br />The scanner has not been run in over a month","",32005,,0
1885,1,core,admin_system,q_components_info,"<strong>Menu text</strong> is the actual menu item text. <em>IE: Tools and Settings.</em><br /><strong>Menu URL</strong> is the final part of the URL. No need to add the full URL or the 'section=components&act=blog' part unless this is a redirect. <em>IE: code={code}</em><br /><strong>Menu Redirect</strong> if yes, complete the 'act={}&section={}&do={}' part of the URL in the URL box or the redirect may not work.<br /><strong>Perm Bit and Perm Lang</strong> is the ACP restriction perm bit. Entries: add, remove, edit, rebuild, recount, recache all have language entries. Any other bit names will require adding into the Perm Bit Language box. Eg: If the perm bit was 'tools', you may enter 'Allow TOOLS Access'.<br />","",32005,,0
1886,1,core,admin_system,q_components,"Components Menu System","",32005,,0
1887,1,core,admin_system,q_bulk_info,"<b>Overview</b><br>Bulk emailing allows you to target a specific section of your community or email all your registered members.<br><br><b>Settings</b><br>You can choose which user groups will receive the email.<hr><b>Allowed Tags</b><br>Although the email system sends the mail via BCC to preserve system resources, you can add in dynamic content with the following tags.<br>{board_name} will return the name of your community<br>{reg_total} will return the total number of registered members<br>{total_posts} will return the total number of posts<br>{busy_count} will return the most number of online users<br>{busy_time} will return the date of the most online users<br>{board_url} will return the URL to the community<br><br>As the email is sent via BCC, it is not possible to include the members username, password or other user profile data.","",32005,,0
1888,1,core,admin_system,q_bulk,"Bulk Emailing","",32005,,0
1889,1,core,admin_system,q_captcha_info,"To prevent robots from registering (such as a malicious denial of service attack registering thousands of new accounts and forcing thousands of emails to be sent from your server) you can enable this option.<br><br>When enabled, a random 6 digit numerical string is generated and shown in a graphical format (to prevent advanced bots from reading the source page). The user must enter this string exactly when registering or the account will not be created.","",32005,,0
1890,1,core,admin_system,q_captcha,"Registration CAPTCHA","",32005,,0
1891,1,core,admin_system,q_promote_info,"If enabled (by choosing a member group to promote your members to and by entering a number of posts to achieve this) when your members meet or exceed the number of posts set they will be 'promoted' to the specified group.<br><br>Many administrators use this feature to set up a 'Senior Members' group with more functionality (such as a longer edit time, larger post uploads) and even allow access to otherwise hidden forums - when your members have made enough posts, they are promoted to this group allowing you to intice more posting and allow for a more restrictive set of permissions for newcomers.<br><br><b>Warning!</b><br>Use this feature carefully and always check the information before proceeding.<br>It is possible to advance to an Admin group - you have been warned.","",32005,,0
1892,1,core,admin_system,q_promote,"Group Promotion","",32005,,0
1893,1,core,admin_system,q_upload_info,"If you wish to allow this group to attach files (upload) when posting, you will have to ensure you have completed the following: <ul> <li>You have entered a reasonable numerical figure in the groups 'Max upload file size' field. <li>You have edited the forum permissions for this group and checked the 'Upload' checkbox. </ul> This allows you to control in which forums this group can upload to.<br><br><b>Warning!</b><br>If, when posting, no post is made and you are returned back to the community index, disable this groups upload by entering 0 into this field. This will turn off the mutli-part form the uploads use.","",32005,,0
1894,1,core,admin_system,q_upload,"Upload Permissions","",32005,,0
1895,1,core,admin_system,q_bots_info,"Search engines such as Google 'spider' the web by using special programs to find and add links to the search engine database.<br />Invision Power can take advantage of separating the bots from the real users and you can then ensure that they are getting adequate information to help with search engine ranking.<br /><br /><b>Warning!</b><br />IP.Board recognises the search engine spiders and crawlers by their user_agent. Please keep in mind that it's not impossible to fake this and a malicious user could pose as a harmless search engine spider.<br />This is not a problem as by default the spider will have guest permissions, but it's something that you should keep in mind when allowing permissions.<br /><br />Also keep in mind that most search engines do NOT search dynamically generated website for fear of crashing the server with the constant reading of topics.","",32005,,0
1896,1,core,admin_system,q_bots,"What are Search Engine Spiders?","",32005,,0
1897,1,core,admin_system,q_multi,"Moderators and Topic Multi-Moderation","",32005,,0
1898,1,core,admin_system,q_multi_info,"If you allow your moderators access to the forums' multi-moderation then you must be aware that they have full use.<br />For example, if one of your multi-moderation actions allowed the topic to be moved and you do not allow move permissions the moderator will still be able to use the topic multi-moderation and move the topic.","",32005,,0
1899,1,core,admin_system,q_html,"Posting HTML","",32005,,0
1900,1,core,admin_system,q_html_info,"This will allow all members of the group to post pure HTML in forums that have the ability to accept raw HTML. You can turn this on and off for each forum via the edit forum settings function. Note: When HTML in posts in quoted by a member who does not have the permission to post HTML, the post will be shown in unparsed HTML format with most of the formatting removed.<br /><br /><b>Warning!</b><br />Allowing a member to post HTML is a very dangerous thing, you should not enable this functionality on any group that will use it maliciously. Although IPB tries to filter some of the more harmful content, it is NOT foolproof and this tag CAN be used to steal session cookies, redirect members and destroy the topic view layout.<br />IP.Board and Invision Power Services will not be held responsible for any misfortune that occurs from the usage of this tag.<br /><br /><b>Use it wisely!</b>","",32005,,0
1901,1,core,admin_system,w_nav,Welcome,"",32005,,0
1902,1,core,admin_system,ll_title,"ACP Log-in Attempts","",32005,,0
1903,1,core,admin_system,ll_msg,"This page shows all the recorded ACP log in attempts.<br />The red cross indicates an error when logging in and a green tick indicates a successful log in.","",32005,,0
1904,1,core,admin_system,d_aunable,"<em>Unable to obtain process information</em>","",32005,,0
1905,1,core,admin_system,ll_noid,"No log for that ID found.","",32005,,0
1906,1,core,admin_system,d_aon,ON,"",32005,,0
1907,1,core,admin_system,d_aoff,OFF,"",32005,,0
1908,1,core,admin_system,d_anoinfo,"<em>No Information</em>","",32005,,0
1909,1,core,admin_system,d_atotal,"Total Physical Memory","",32005,,0
1910,1,core,admin_system,d_aavail,"Available Physical Memory","",32005,,0
1911,1,core,admin_system,d_aphpinfo,"PHP INFO","",32005,,0
1912,1,core,admin_system,d_dtbl,Table,"",32005,,0
1913,1,core,admin_system,d_dstatus,Status,"",32005,,0
1914,1,core,admin_system,d_dfix,Fix,"",32005,,0
1915,1,core,admin_system,d_atitle,"IP.Board Diagnostics","",32005,,0
1916,1,core,admin_system,d_dnav,"Database Structure Results","",32005,,0
1917,1,core,admin_system,d_iman,", or you can run the following queries manually:","",32005,,0
1918,1,core,admin_system,d_dtitle,"IP.Board Diagnostics - Database Structure Checker","",32005,,0
1919,1,core,admin_system,d_inauto,"<strong>Click here to fix this table's indexes</strong>","",32005,,0
1920,1,core,admin_system,d_iresults,"Database Index Results","",32005,,0
1921,1,core,admin_system,d_iauto,"<strong>Click here to fix this table</strong>","",32005,,0
1922,1,core,admin_system,d_ifix,Fix,"",32005,,0
1923,1,core,admin_system,d_itable,Table,"",32005,,0
1924,1,core,admin_system,d_iindex,"Index Name","",32005,,0
1925,1,core,admin_system,d_icongrats,"There were no errors found with your database indexes.","",32005,,0
1926,1,core,admin_system,d_ifixall_link,"Would you like us to attempt to fix them for you?","",32005,,0
1927,1,core,admin_system,d_inoerrors,"No Errors Found","",32005,,0
1928,1,core,admin_system,d_ifixall,"We have found problems with your database, and have listed them below. ","",32005,,0
1929,1,core,admin_system,d_inoprocess,"There was an error and we could not process your %s_tables.php file. Please reupload it.","",32005,,0
1930,1,core,admin_system,d_iupload,"You must upload: /install/sql/%s_tables.php from the IP.Board installation package for your current version to run this tool.","",32005,,0
1931,1,core,admin_system,d_ierror,"SQL Error:","",32005,,0
1932,1,core,admin_system,d_iexecuted,"Query: %s<br />Executed Successfully<br />","",32005,,0
1933,1,core,admin_system,d_idomanual,"Please use the 'Fix Manually' option for this query.","",34011,,0
1934,1,core,admin_system,d_inav,"Database Index Results","",32005,,0
1935,1,core,admin_system,d_isorry,"Sorry, those queries are not allowed for your safety.","",32005,,0
1936,1,core,admin_system,d_wclear,"All files appear to be in good order","",32005,,0
1937,1,core,admin_system,d_ititle,"IP.Board Diagnostics -  Database Index Checker","",32005,,0
1938,1,core,admin_system,d_wfound,"has whitespace at the beginning or end of the file","",32005,,0
1939,1,core,admin_system,d_wnav,"Whitespace Check Results","",32005,,0
1940,1,core,admin_system,d_wtitle,"IP.Board Diagnostics - Whitespace Checker","",32005,,0
1941,1,core,admin_system,d_pyes,"is writable","",32005,,0
1942,1,core,admin_system,d_pno,"The following file or folder is not writable","",32005,,0
1943,1,core,admin_system,d_p404,"We could not find the file or folder","",32005,,0
1944,1,core,admin_system,d_pnav,"Permission Check Results","",32005,,0
1945,1,core,admin_system,d_ptitle,"IP.Board Diagnostics - Permission Checker","",32005,,0
1946,1,core,admin_system,d_vinfo,"Version Information","",32005,,0
1947,1,core,admin_system,d_vnav,"Version Check Results","",32005,,0
1948,1,core,admin_system,d_vtitle,"IP.Board Diagnostics - Version Checker","",32005,,0
1949,1,core,admin_system,chckr_fix,Fix,"",32005,,0
1950,1,core,admin_system,chckr_status,Status,"",32005,,0
1951,1,core,admin_system,chckr_table,Table,"",32005,,0
1952,1,core,admin_system,last_5_version_history,"Version History (Last 5)","",32005,,0
1953,1,core,admin_system,system_processes,"System Processes","",32005,,0
1954,1,core,admin_system,sy_devtaks,Tasks,"",32005,,0
1955,1,core,admin_system,sy_devcomponents,Components,"",32005,,0
1956,1,core,admin_system,sy_devlogin,"Log In Auth","",32005,,0
1957,1,core,admin_system,sy_devgroups,Groups,"",32005,,0
1958,1,core,admin_system,sy_devfile,"File Types","",32005,,0
1959,1,core,admin_system,sy_devpages,Pages,"",32005,,0
1960,1,core,admin_system,sy_devskin,"Skin Set","",32005,,0
1961,1,core,admin_system,sy_devcontent,"Content Templates","",32005,,0
1962,1,core,admin_system,sy_devtemplate,"Template HTML","",32005,,0
1963,1,core,admin_system,sy_devemail,"Email Templates","",32005,,0
1964,1,core,admin_system,sy_go,Go,"",32005,,0
1965,1,core,admin_system,sy_devexport,"Export Installer XML","",32005,,0
1966,1,core,admin_system,language_total_entries,"Total Entries","",32005,,0
1967,1,core,admin_system,language_out_of_date_entries,"Out of Date Entries","",32005,,0
1968,1,core,admin_system,language_key,Key,"",32005,,0
1969,1,core,admin_system,language_default,"Default Text","",32005,,0
1970,1,core,admin_system,language_customized_entries,"Customized Entries","",32005,,0
1971,1,core,admin_system,language_pack_name,"Pack Name","",32005,,0
1972,1,core,admin_system,language_pack_updated,"Language pack information updated","",32005,,0
1973,1,core,admin_system,language_word_revert,"Language customization has been reverted","",32005,,0
1974,1,core,admin_system,language_locale_missing,"Language locale can not be blank","",32005,,0
1975,1,core,admin_system,language_title_missing,"Language title can not be blank","",32005,,0
1976,1,core,admin_system,language_form_default,"Default Language?","",32005,,0
1977,1,core,admin_system,language_form_title,"Language Title","",32005,,0
1978,1,core,admin_system,language_form_locale,"Language Locale","",32005,,0
1979,1,core,admin_system,language_form_new_info,"<h2>Language Pack Information</h2><p><br />You can configure basic language pack settings here</p>","",32005,,0
1980,1,core,admin_system,language_pack_created,"Language pack created","",32005,,0
1981,1,core,admin_system,language_form_new_button,"Add this language","",32005,,0
1982,1,core,admin_system,language_form_new_title,"Create a new language pack","",32005,,0
1983,1,core,admin_system,language_form_edit_button,"Save Changes","",32005,,0
1984,1,core,admin_system,language_form_edit_info,"<h2>Language Pack Information</h2><p><br />You can configure basic language pack settings here</p>","",32005,,0
1985,1,core,admin_system,language_form_edit_title,"Edit Language Pack Information","",32005,,0
1986,1,core,admin_system,language_word_pack_edited,"Word pack updated","",32005,,0
1987,1,core,admin_system,language_word_pack_current,"Default Value","",32005,,0
1988,1,core,admin_system,language_word_pack_new,"New Value","",32005,,0
1989,1,core,admin_system,language_word_pack_edit,"Edit word pack","",32005,,0
1990,1,core,admin_system,language_word_pack_go,Go,"",32005,,0
1991,1,core,admin_system,language_list_default,Default,"",32005,,0
1992,1,core,admin_system,language_list_translate_ext,"Translate Externally...","",32005,,0
1993,1,core,admin_system,language_list_translate,"Translate in Admin CP...","",32005,,0
1994,1,core,admin_system,language_list_money,"Currency Example","",32005,,0
1995,1,core,admin_system,language_list_local,Locale,"",32005,,0
1996,1,core,admin_system,language_list_date,"Date Example","",32005,,0
1997,1,core,admin_system,language_list_title,Language,"",32005,,0
1998,1,core,admin_system,language_list_page_title,"Localization Manager","",32005,,0
1999,1,core,admin_system,sys_this_will_examine_the_corecach,"This will examine the cache/lang_cache/master_lang/ directory for {app}_language.php files and import them into the database.","",32005,,0
2000,1,core,admin_system,lang_upload_too_large,"The uploaded file was too large, the maximum allowed upload size for your system is currently <b>%s</b>.","",32005,,0
2001,1,core,admin_system,lang_upload_other_error,"An error occurred while attempting to upload the language pack.","",32005,,0
2002,1,core,admin_system,lang_sections_title,"Language Sections","",32005,,0
2003,1,core,admin_system,indev_lang_export_done,"All language files exported to application directories","",32005,,0
2004,1,core,admin_system,sys_indev_export_go,Export,"",32005,,0
2005,1,core,admin_system,sys_select_the_application_languag,"Select the application language files to import","",32005,,0
2006,1,core,admin_system,sys_indev_export,"Export language files to application directories","",32005,,0
2007,1,core,admin_system,l_badfile,"There was no language pack information in the file you uploaded","",32005,,0
2008,1,core,admin_system,sys_import,Import,"",32005,,0
2009,1,core,admin_system,sys_developers_language_cache_impo,"Developer's Language Cache Import","",32005,,0
2010,1,core,admin_system,sys_the_file_must_be_uploaded_into,"The file must be uploaded into the './admin' folder","",32005,,0
2011,1,core,admin_system,sys_or_enter_the_filename_of_the_x,"<u>OR</u> enter the filename of the xml.gz language pack","",32005,,0
2012,1,core,admin_system,sys_duplicate_entries_will_not_be_,"Duplicate entries will not be overwritten but the default setting and other options will be updated.","",32005,,0
2013,1,core,admin_system,sys_upload_xml_language_file_from_,"Upload language pack from your computer","",32005,,0
2014,1,core,admin_system,sys_import_language_xml,"Import Language XML","",32005,,0
2015,1,core,admin_system,sys_sql_version,"SQL Version","",32005,,0
2016,1,core,admin_system,sys_version,Version,"",32005,,0
2017,1,core,admin_system,tmdebug_on,ON,"",32005,,0
2018,1,core,admin_system,tmdebug_logs,"View Logs","",32005,,0
2019,1,core,admin_system,topicmarkingdebug,"Topic Marking Debug","",32005,,0
2020,1,core,admin_system,sys_avail_mem,"Available Server Memory","",32005,,0
2021,1,core,admin_system,sys_total_mem,"Total Server Memory","",32005,,0
2022,1,core,admin_system,sys_current_load,"Current Server Load","",32005,,0
2023,1,core,admin_system,sys_safe_mod,"Safe Mode","",32005,,0
2024,1,core,admin_system,sys_sys_software,"System Software","",32005,,0
2025,1,core,admin_system,sys_disabled_funcs,"Disabled PHP Functions","",32005,,0
2026,1,core,admin_system,sys_php_version,"PHP Version","",32005,,0
2027,1,core,admin_system,sys_system_overview,"System Overview","",32005,,0
2028,1,core,admin_system,sys_ipboard_version,"IP.Board Version","",32005,,0
2029,1,core,admin_system,sys_log,Log,"",32005,,0
2030,1,core,admin_system,sys_name,Name,"",32005,,0
2031,1,core,admin_system,sys_status,Status,"",32005,,0
2032,1,core,admin_system,sys_last_5_acp_log_in_attempts,"Latest ACP Log in Attempts","",32005,,0
2033,1,core,admin_system,sys_date,Date,"",32005,,0
2034,1,core,admin_system,sys_view_details,"View Details","",32005,,0
2035,1,core,admin_system,sys_all_times_gmt_gmt_time_now_is,"All times GMT. GMT time now is:","",32005,,0
2036,1,core,admin_system,sys_delete_task,"Delete Task...","",32005,,0
2037,1,core,admin_system,sys_edit_task,"Edit Task...","",32005,,0
2038,1,core,admin_system,sys_unlock_task,"Unlock Task...","",32005,,0
2039,1,core,admin_system,sys_run,Run,"",32005,,0
2040,1,core,admin_system,sys_wday,WDay,"",32005,,0
2041,1,core,admin_system,sys_how_curl_to_use_in_a_cron,"Show CURL to use in a cron","",32005,,0
2042,1,core,admin_system,sys_mday,MDay,"",32005,,0
2043,1,core,admin_system,sys_system_schedular,"System Scheduler","",32005,,0
2044,1,core,admin_system,sys_next_run,"Next Run","",32005,,0
2045,1,core,admin_system,sys_min,Min,"",32005,,0
2046,1,core,admin_system,sys_hour,Hour,"",32005,,0
2047,1,core,admin_system,sys_if_set_to_yes_this_will_not_be,"If set to 'yes', this will not be editable by admins","",32005,,0
2048,1,core,admin_system,sys_task_safe_mode,"Task Safe Mode","",32005,,0
2049,1,core,admin_system,sys_task_key,"Task Key","",32005,,0
2050,1,core,admin_system,sys_this_is_used_to_call_a_task_wh,"This is used to call a task where the ID of the task might change","",32005,,0
2051,1,core,admin_system,sys_enable_task_logging,"Enable Task Logging","",32005,,0
2052,1,core,admin_system,sys_will_write_to_the_task_log_eac,"Will write to the task log each time the task is run, not recommended for regular tasks run every few minutes.","",32005,,0
2053,1,core,admin_system,sys_enable_task,"Enable Task?","",32005,,0
2054,1,core,admin_system,sys_if_you_are_using_cron_you_migh,"If you are using CRON, you might wish to disable this task from the internal manager.","",32005,,0
2055,1,core,admin_system,sys_task_time_month_day,"Task Time: Month Day","",32005,,0
2056,1,core,admin_system,sys_choose_every_day_to_run_each_d_1,"Choose 'Every Day' to run each day or a month day for a specific month day of a month","",32005,,0
2057,1,core,admin_system,sys_task_time_week_day,"Task Time: Week Day","",32005,,0
2058,1,core,admin_system,sys_choose_every_day_to_run_each_d,"Choose 'Every Day' to run each day or a week day for a specific week day of a month","",32005,,0
2059,1,core,admin_system,sys_task_time_hours,"Task Time: Hours","",32005,,0
2060,1,core,admin_system,sys_choose_every_hour_to_run_each_,"Choose 'Every Hour' to run on every hour. Choose an hour but no minute to run every x hours. Choose a minute and an hour to run at a specific time.","",34011,,0
2061,1,core,admin_system,sys_choose_every_minute_to_run_eac,"Choose 'Every Minute' to run each minute. Choose a minute but no hour to run every x minutes. Choose a minute and an hour to run at a specific time.","",34011,,0
2062,1,core,admin_system,sys_this_is_the_php_file_that_is_r,"This is the PHP file that is run when the task is run.","",32005,,0
2063,1,core,admin_system,sys_time_options,"Time Options","",32005,,0
2064,1,core,admin_system,sys_task_time_minutes,"Task Time: Minutes","",32005,,0
2065,1,core,admin_system,sys_task_title,"Task Title","",32005,,0
2066,1,core,admin_system,sys_task_short_description,"Task Short Description","",32005,,0
2067,1,core,admin_system,sys_task_application,"Task Application","",32005,,0
2068,1,core,admin_system,sys_task_php_file_to_run,"Task PHP File To Run","",32005,,0
2069,1,core,admin_system,sys_hours,hours,"",32005,,0
2070,1,core,admin_system,sys_minutes_past_the_first_availab,"minutes past the first available hour","",32005,,0
2071,1,core,admin_system,sys_minutes,minutes,"",32005,,0
2072,1,core,admin_system,sys_every,Every,"",32005,,0
2073,1,core,admin_system,sys_every_minute,"Every minute","",32005,,0
2074,1,core,admin_system,sys_on,On,"",32005,,0
2075,1,core,admin_system,sys_at,At,"",32005,,0
2076,1,core,admin_system,sys_on_every_hour,"On every hour","",32005,,0
2077,1,core,admin_system,sys_saturday,Saturday,"",32005,,0
2078,1,core,admin_system,sys_on_day,"On day","",32005,,0
2079,1,core,admin_system,sys_sunday,Sunday,"",32005,,0
2080,1,core,admin_system,sys_monday,Monday,"",32005,,0
2081,1,core,admin_system,sys_tuesday,Tuesday,"",32005,,0
2082,1,core,admin_system,sys_wednesday,Wednesday,"",32005,,0
2083,1,core,admin_system,sys_thursday,Thursday,"",32005,,0
2084,1,core,admin_system,sys_friday,Friday,"",32005,,0
2085,1,core,admin_system,sys_delete_logs,"DELETE Logs","",32005,,0
2086,1,core,admin_system,sys_delete_logs_older_than_n_days,"Delete logs older than <em>n</em> days","",32005,,0
2087,1,core,admin_system,sys_show_n_log_entries,"Show <em>n</em> log entries","",32005,,0
2088,1,core,admin_system,sys_delete_logs_for_task,"Delete logs for task","",32005,,0
2089,1,core,admin_system,sys_delete_task_manager_logs,"Delete Task Manager Logs","",32005,,0
2090,1,core,admin_system,sys_view_logs,"View Logs","",32005,,0
2091,1,core,admin_system,sys_view_task_manager_logs,"View Task Manager Logs","",32005,,0
2092,1,core,admin_system,sys_view_logs_for_task,"View logs for task","",32005,,0
2093,1,core,admin_system,sys_last_5_run_tasks,"Last 5 Run Tasks","",32005,,0
2094,1,core,admin_system,sys_log_info,"Log Info","",32005,,0
2095,1,core,admin_system,sys_task_run,"Task Run","",32005,,0
2096,1,core,admin_system,sys_date_run,"Date Run","",32005,,0
2097,1,core,admin_system,sys_task_manager_logs,"Task Manager Logs","",32005,,0
2098,1,core,admin_system,sys_loaded_ext,"Loaded Extensions","",32005,,0
2099,1,core,admin_system,logindetail_get,"GET Data (URL Data)","",32005,,0
2100,1,core,admin_system,logindetail_post,"POST Data (Form Data)","",32005,,0
2101,1,core,admin_system,logindetail_success,Success,"",32005,,0
2102,1,core,admin_system,logindetail_ip,"IP Address","",32005,,0
2103,1,core,admin_system,logindetail_time,"Log in Time","",32005,,0
2104,1,core,admin_system,logindetail_basic,Basics,"",32005,,0
2105,1,core,admin_system,logindetail_username,Username,"",32005,,0
2106,1,core,admin_system,cannot_delete_default_lang,"You cannot delete the default language pack","",32005,,0
2107,1,core,admin_system,lang_reimport_done,"Language Re-Import Done","",32005,,0
2108,1,core,admin_system,starting_admin_import,"Starting Admin import...","",32005,,0
2109,1,core,admin_system,importing_x_langs,": Importing %s languages...","",32005,,0
2110,1,core,admin_system,rebuild_lang_from_xml,"Rebuild From XML...","",32005,,0
2111,1,core,admin_system,sys_options,Options,"",32005,,0
2112,1,core,admin_system,run_task_now,"Run task now","",34011,,0
2113,1,core,admin_system,sys_title,Title,"",32005,,0
2114,1,core,admin_system,sym_submit,Submit,"",32005,,0
2115,1,core,admin_system,sym_word_out_of_date_check,"Outdated Strings","",32005,,0
2116,1,core,admin_system,sym_add_new_language_entry,"Add String","",32005,,0
2117,1,core,admin_system,sym_find,Find,"",32005,,0
2118,1,core,admin_system,l_xmlexport,"Export Application: ","",32005,,0
2119,1,core,admin_system,sym_edit_language_pack_information,"Edit Language Info","",32005,,0
2120,1,core,admin_system,sym_view_word_packs,"View Word Packs","",32005,,0
2121,1,core,admin_system,sym_manage_languages,"Manage Languages","",32005,,0
2122,1,core,admin_system,sym_import_tasksxml,"Import tasks.xml","",32005,,0
2123,1,core,admin_system,sym_export_tasksxml,"Export tasks.xml","",32005,,0
2124,1,core,admin_system,sym_add_new_task,"Add New Task","",32005,,0
2125,1,core,admin_system,language_recache_done,"Recache complete","",32005,,0
2126,1,core,admin_system,language_list_recache,"Recache all...","",32005,,0
2127,1,core,admin_system,ext_all_killed,"Translation Session Removed","",32005,,0
2128,1,core,admin_system,ext_translation_detected,"A file translation session has been detected. Click <a href='%s'>here to go there now</a>.<br />You will not be able to start a new session until you finish the current one.","",32005,,0
2129,1,core,admin_system,ext_tbl_local,"Last Local Edit","",32005,,0
2130,1,core,admin_system,ext_tbl_db,"Last DB Update","",32005,,0
