mt_id,mt_date,mt_title,mt_hasattach,mt_starter_id,mt_start_time,mt_last_post_time,mt_to_count,mt_to_member_id,mt_replies,mt_first_msg_id,mt_is_draft,mt_is_deleted,mt_is_system
1746,1371999665,"Niggers aren&#39;t human",0,288,1371999665,1372026321,4,991,2,6380,0,1,0
1747,1371999802,"Niggers are not human",0,288,1371999802,1371999802,1,2037,0,6381,0,1,0
1748,1372000326,"Niggers are not human",0,288,1372000325,1372018509,1,3721,2,6382,0,1,0
1750,1372020321,"Niggers are not human",0,288,1372020321,1372025723,1,293,2,6386,0,1,0
1751,1372020384,"Niggers are not human",0,288,1372020384,1372020384,1,67,0,6387,0,1,0
1753,1372026849,"Got you validated",0,288,1372026849,1372092779,1,6144,2,6394,0,1,0
1754,1372033458,validation,0,6144,1372033458,1372033458,1,288,0,6395,0,0,0
1755,1372119081,Banned?,0,6115,1372119081,1372119081,2,49,0,6398,0,0,0
1756,1372129938,"The Whites",0,861,1372129938,1372604390,1,288,7,6399,0,0,0
1757,1372190533,"Current Events/International System",0,3143,1372190532,1372191829,1,49,1,6401,0,1,0
1758,1372283513,"Kva synest du om all den &#39;&#39;Anti-kristendommen&#39;&#39; her i Norge når det kommer til andre nasjonalister",0,6117,1372283513,1372722681,2,5333,1,6406,0,0,0
1759,1372290164,.,0,168,1372290164,1372290164,2,14,0,6409,0,0,0
1760,1372369384,Question,0,6113,1372369384,1377205565,2,130,7,6412,0,1,0
1761,1372499715,College,0,6113,1372499715,1372637652,1,6122,3,6414,0,1,0
1762,1372501616,Avatar,0,6113,1372501616,1372533318,1,168,1,6417,0,1,0
1763,1372588329,"Signature quote",0,0,1372588329,1372627562,1,1,2,6421,0,0,0
1766,1372813967,Sup,0,132,1372813967,1372814817,1,6111,2,6435,0,1,0
1767,1373086996,"Hello There",0,0,1373086996,1373161071,2,6156,1,6438,0,0,0
1768,1373131818,"A question about the military",0,281,1373131818,1373245873,1,2392,2,6439,0,1,0
1769,1373214329,"French Demographics",0,3143,1373214328,1373214328,1,16,0,6443,0,1,0
1770,1373235894,"Hello ",0,6165,1373235894,1373404706,2,1109,5,6444,0,0,0
1771,1373242125,"Lo there",0,6165,1373242125,1373242125,2,142,0,6445,0,0,0
1772,1373242790,Hello,0,6165,1373242789,1374214493,2,5973,4,6446,0,0,0
1773,1373282190,Manifesto,0,353,1373282190,1373411432,2,6149,10,6449,0,0,0
1774,1373326915,"Hello ",0,6165,1373326914,1373326914,2,5333,0,6452,0,0,0
1775,1373395068,Noah,0,4,1373395067,1373395067,1,288,0,6464,0,0,0
1776,1373403287,"Salute&#33; o/",0,361,1373403287,1373474715,2,67,1,6466,0,0,0
1777,1373545735,"British &quot;Nationalism&quot;",0,0,1373545735,1373545735,2,2082,0,6472,0,0,0
1778,1373674613,"Virginia National Party",0,6106,1373674612,1373674612,2,14,0,6473,0,0,0
1779,1373743257,"RE: your ideas",0,72,1373743257,1373892293,1,0,5,6474,0,0,0
1780,1373842026,"Using religion",0,288,1373842026,1374749738,2,7,9,6479,0,0,0
1781,1374165745,"How did you jump for Theocracy to survivalism over night?",0,6117,1374165745,1374172864,1,288,1,6485,0,0,0
1782,1374213087,"Coming to South Africa",0,0,1374213087,1375291672,2,158,3,6487,0,0,0
1783,1374245474,"get on skype",0,1,1374245474,1374245474,1,3,0,6489,0,1,0
1784,1374262815,"As a Japanese man, what do you think aboute the Empire of Japan?",0,6117,1374262815,1374269626,2,821,1,6490,0,0,0
1785,1374590264,Hej,0,0,1374590264,1374594335,1,132,8,6493,0,0,0
1787,1374619898,"No, you need to elaborate",0,7,1374619898,1374667090,2,0,3,6505,0,1,0
1788,1374755666,"Codreanu on democracy",0,16,1374755666,1374770493,2,86,1,6518,0,0,0
1789,1374780135,"Have you read this article on Russia by Oswald Spengler?",0,3143,1374780134,1374846657,1,139,1,6521,0,1,0
1790,1374781406,hello,0,7,1374781406,1375018729,2,6117,4,6522,0,0,0
1792,1374795693,welcome,0,7,1374795693,1374795693,1,0,0,6529,0,0,0
1793,1374842538,"I&#39;m gonna be honest with you",0,288,1374842537,1374842537,2,158,0,6530,0,0,0
1794,1374842657,"oh yeah",0,288,1374842657,1377298256,1,158,4,6531,0,1,0
1795,1374846304,introduction,0,0,1374846304,1374863877,2,821,6,6532,0,0,0
1796,1375037459,Question,0,2306,1375037459,1377262304,1,35,3,6542,0,0,0
1797,1375044051,stormfront,0,0,1375044051,1375094346,1,0,2,6543,0,0,0
1798,1375113609,Hey,0,2306,1375113609,1375537818,1,0,22,6546,0,0,0
1799,1375113917,Hello,0,2306,1375113917,1375305416,1,7,6,6547,0,0,0
1800,1375135510,"I&#39;ll be honest with you",0,288,1375135510,1375396107,2,2082,14,6554,0,0,0
1801,1375177261,"Himmler&#39;s occultism",0,288,1375177261,1375177261,2,7,0,6561,0,0,0
1802,1375210185,"Second Religiousness",0,3143,1375210185,1375220311,1,49,3,6570,0,1,0
1804,1375280496,Hey&#33;,0,2306,1375280496,1375337300,1,6155,2,6586,0,1,0
1805,1375296125,"Anti-White Racism in South Africa",0,3143,1375296125,1380286260,1,158,5,6592,0,1,0
1806,1375330294,Posts?,0,3,1375330294,1375330737,2,6168,1,6597,0,0,0
1807,1375392020,"do you have Autism?",0,6117,1375392019,1375393317,1,0,2,6605,0,0,0
1809,1375481228,"Sup bruv",0,132,1375481227,1375694928,1,4151,4,6616,0,1,0
1810,1375494713,"RE: &quot;Avatars&quot;",0,4151,1375494712,1376532665,2,1,9,6619,0,0,0
1811,1375629325,"Were you in Southern Indiana?",0,37,1375629325,1377262346,1,35,2,6624,0,0,0
1812,1375727402,Hi,0,2306,1375727402,1389745223,2,130,29,6629,0,0,0
1813,1375872414,Shalom,0,4873,1375872414,1375901783,1,7,1,6637,0,0,0
1814,1375953178,"Hi from Warrington",0,150,1375953178,1375953178,1,0,0,6639,0,0,0
1815,1376012703,Ban,0,0,1376012703,1376012703,2,49,0,6640,0,0,0
1817,1376019201,please,0,6199,1376019200,1376019200,1,1,0,6642,0,0,0
1818,1376057049,Hey,0,1066,1376057049,1376057049,2,6199,0,6646,0,0,0
1820,1376096862,help&#33;,0,6201,1376096862,1376096862,1,35,0,6649,0,0,0
1821,1376096871,Help&#33;,0,6201,1376096871,1376096871,1,1,0,6650,0,0,0
1822,1376096882,Help&#33;,0,6201,1376096882,1376130503,1,7,1,6651,0,0,0
1823,1376213536,Curious.,0,1772,1376213536,1378160644,2,821,9,6653,0,0,0
1824,1376214372,Greetings,0,1772,1376214372,1377097770,2,158,1,6654,0,0,0
1825,1376271719,"Hey,",0,3491,1376271719,1377046783,1,6198,11,6658,0,1,0
1826,1376397571,"Double Posting ?",0,0,1376397571,1376398992,1,7,2,6659,0,0,0
1828,1376499143,Contact,0,353,1376499143,1376499308,1,0,1,6666,0,0,0
1829,1376577192,"Ha ha hey",0,6117,1376577192,1377610356,1,0,4,6672,0,0,0
1830,1376579414,Location?,0,3,1376579414,1376595187,2,6207,5,6673,0,0,0
1831,1376659189,pr.,0,7,1376659189,1379111080,1,56,14,6680,0,1,0
1832,1376862246,"Hey mate",0,5779,1376862246,1376862246,1,7,0,6687,0,0,0
1833,1376911253,Avatar,0,6113,1376911253,1376919843,1,130,1,6688,0,1,0
1834,1376933354,"Friendship proposal",0,0,1376933354,1376939831,1,4,1,6690,0,1,0
1835,1376943091,"Introductory post.",0,0,1376943091,1376943091,1,4,0,6692,0,1,0
1836,1376966693,"Boia Chi Mollas&#39; Avatar",0,6113,1376966693,1377045208,1,2392,1,6693,0,1,0
1838,1377034931,"Hey. Are there any problems?",0,6117,1377034931,1377050788,2,5779,1,6701,0,0,0
1839,1377089000,"Sorry posted twice accidentally ",0,0,1377089000,1377089000,1,1,0,6713,0,0,0
1840,1377089050,"Accidental double post ",0,0,1377089050,1377089050,1,7,0,6714,0,0,0
1841,1377122185,"So,",0,3491,1377122184,1377304357,1,6198,2,6720,0,1,0
1842,1377140321,"A Question",0,5779,1377140321,1377282839,2,4,5,6722,0,0,0
1843,1377205076,"Oh hey&#33; Æresblod",0,6117,1377205076,1377542771,2,958,8,6731,0,0,0
1846,1377294845,steroids,0,49,1377294845,1377447309,2,288,2,6745,0,0,0
1847,1377317770,"Join the thread",0,6113,1377317770,1377317770,1,6190,0,6753,0,1,0
1848,1377317803,"Join the Thread",0,6113,1377317802,1377317802,1,6122,0,6754,0,1,0
1849,1377318070,"Join the Thread",0,6113,1377318070,1377318070,1,6208,0,6755,0,1,0
1850,1377318198,"Join the Thread",0,6113,1377318198,1377318198,1,6171,0,6756,0,1,0
1851,1377359947,"Islamic banking",0,288,1377359947,1379255201,2,7,7,6758,0,0,0
1852,1377376957,"Japanese People Of American Society.",0,6217,1377376956,1377539031,2,821,11,6759,0,0,0
1853,1377442952,Question&#33;,0,0,1377442952,1377617311,1,1558,5,6767,0,0,0
1854,1377460815,Sup,0,132,1377460815,1377812754,1,288,8,6771,0,1,0
1855,1377549280,"Conversion to my Ancestors Religions.",0,6217,1377549280,1377569048,2,287,3,6786,0,0,0
1856,1377564355,Hey,0,3,1377564355,1412305447,2,6217,2,6789,0,0,0
1857,1377591093,lulz,0,6218,1377591093,1378656036,1,0,27,6794,0,0,0
1858,1377625974,Nation,0,0,1377625974,1377628583,1,6155,4,6805,0,1,0
1859,1377658749,Hey&#33;,0,6217,1377658749,1378126069,2,158,1,6817,0,0,0
1860,1377696718,Hello..,0,283,1377696718,1377705188,2,288,1,6822,0,0,0
1861,1377730611,"National Action",0,28,1377730611,1377960955,2,1066,9,6825,0,0,0
1862,1377744044,"South Koreans and the West?",0,3143,1377744044,1379226038,1,2220,4,6830,0,1,0
1863,1377793822,"Mein Kampf Audio",0,274,1377793821,1377814578,2,288,6,6833,0,0,0
1864,1377814321,Ave&#33;,0,361,1377814321,1377847317,1,0,1,6843,0,0,0
1866,1377868473,Brasil,0,353,1377868473,1380209589,2,6115,7,6851,0,0,0
1867,1377868980,Poland,0,353,1377868980,1385395373,1,0,1,6852,0,0,0
1868,1377872183,Mercia,0,1066,1377872183,1377886142,2,6149,3,6853,0,0,0
1869,1378021308,Hey&#33;,0,2306,1378021308,1378143060,1,6112,2,6866,0,1,0
1870,1378074141,"Fucking stop it.",0,6117,1378074141,1378165174,2,505,5,6867,0,0,0
1871,1378247680,Navy,0,3,1378247680,1378265425,2,2288,2,6887,0,0,0
1872,1378252677,"How do you define Race?",0,3143,1378252677,1378252677,1,49,0,6888,0,1,0
1873,1378329356,"Look look",0,16,1378329355,1378579583,1,35,1,6893,0,0,0
1874,1378357291,yo,0,3491,1378357291,1378850129,1,4873,2,6894,0,1,0
1875,1378667766,"Eastern Europeans, Eurasians, and Europeans",0,3143,1378667766,1379136778,1,1986,1,6912,0,1,0
1876,1378841161,"Aleksandr ",0,6240,1378841161,1378841161,1,1,0,6916,0,0,0
1877,1378841209,"Se Pro Patria Debit",0,6240,1378841209,1378854075,1,132,1,6917,0,0,0
1878,1378859486,Vladimir,0,6240,1378859486,1378859486,2,49,0,6921,0,0,0
1880,1378963138,Anyway,0,3491,1378963138,1379349671,1,4873,10,6930,0,1,0
1881,1379099103,"Slavros&#39; deviantart?",0,6168,1379099103,1379102067,1,7,1,6936,0,0,0
1882,1379221608,"Account deletion",0,0,1379221608,1379231874,1,4,1,6946,0,1,0
1883,1379306936,"Saudações&#33;",0,0,1379306936,1379435245,2,6243,1,6957,0,0,0
1884,1379444290,"your views?",0,6249,1379444290,1379444290,1,134,0,6961,0,1,0
1885,1379547312,Pochvennichestvo,0,3143,1379547312,1379548018,1,49,1,6966,0,1,0
1887,1379760690,"Strumfuhrer/Commie scum",0,2075,1379760690,1380499079,1,958,1,6974,0,1,0
1889,1379892843,"Mists of Avalon character creation",0,4873,1379892843,1379901376,2,323,1,6977,0,0,0
1890,1379903557,"Questions regarding Knighthood",0,821,1379903557,1379905580,2,323,1,6979,0,0,0
1891,1379949115,"Did you see this video in HD?",0,0,1379949115,1379949115,1,16,0,6981,0,1,0
1892,1380064640,"Hey Question",0,0,1380064640,1380143531,2,3721,2,6982,0,0,0
1893,1380097798,"Who thought you were me?",0,2,1380097798,1380147151,1,6113,4,6984,0,0,0
1894,1380122225,"attack ",0,168,1380122225,1380862554,1,7,2,6986,0,0,0
1895,1380140234,"This time the world",0,288,1380140234,1380823028,1,7,4,6989,0,0,0
1896,1380156409,fag,0,6168,1380156408,1380156408,2,1080,0,6996,0,0,0
1897,1380192117,"Brazilian Sub-Forum",0,353,1380192117,1380192117,2,16,0,6997,0,0,0
1898,1380215654,Sup,0,132,1380215654,1380215654,1,6168,0,7000,0,1,0
1900,1380236787,"communication group",0,6144,1380236787,1380236787,2,6258,0,7002,0,0,0
1901,1380339325,"NATO Expansion into Eastern Europe",0,3143,1380339325,1380339633,1,130,1,7004,0,1,0
1902,1380476136,Contato,0,353,1380476136,1380543493,1,6264,2,7006,0,0,0
1903,1380497382,Hello,0,204,1380497382,1380597973,2,91,2,7007,0,0,0
1904,1380578237,"gay malakh&#39;s famous",0,281,1380578237,1380579088,1,333,1,7012,0,1,0
1905,1380587263,"Hitler&#39;s Personality",0,0,1380587263,1382915071,2,49,7,7014,0,0,0
1906,1380588253,"Your comment in Hail Iron March",0,0,1380588253,1380596916,2,2392,3,7015,0,0,0
1907,1380660694,"Periodic Table Of Swearing",0,0,1380660694,1380827153,2,56,8,7020,0,0,0
1908,1380669953,"NBU Member",0,0,1380669953,1393791170,2,2037,71,7023,0,0,0
1909,1380770939,Skype?,0,3,1380770939,1380806091,1,274,1,7041,0,0,0
1910,1380804155,"gib me NatSynd",0,35,1380804155,1381058453,1,91,3,7044,0,1,0
1912,1380841301,Hey,0,3,1380841301,1380844875,2,6120,1,7052,0,0,0
1913,1380852965,"the forum&#39;s quote banner template",0,168,1380852965,1380853245,2,54,1,7054,0,0,0
1914,1380853762,"Take a look at this. ",0,6115,1380853762,1380947010,2,821,1,7056,0,0,0
1915,1380889953,"I like the profile",0,6272,1380889953,1380889953,2,1014,0,7058,0,0,0
1916,1380890703,"I was reading some of your posts",0,6272,1380890703,1387335556,2,505,1,7059,0,0,0
1918,1380962347,Hi,0,0,1380962347,1380962347,1,111,0,7066,0,1,0
1923,1381010070,"quad post topics in local news",0,6254,1381010070,1381010070,2,49,0,7076,0,0,0
1924,1381010322,"Fascism/NS vsCommunism/Marxism",0,288,1381010322,1381117303,2,2820,3,7077,0,0,0
1925,1381030416,avatar,0,6168,1381030416,1381034435,1,35,1,7084,0,0,0
1926,1381086589,Hey,0,3,1381086589,1381169659,2,6106,2,7090,0,0,0
1927,1381263144,"Just wondering",0,158,1381263144,1381601089,2,821,3,7095,0,0,0
1928,1381263589,Greetings,0,158,1381263588,1382632836,2,6231,4,7096,0,0,0
1929,1381328024,Skype?,0,2306,1381328024,1400541024,2,25,1,7100,0,0,0
1930,1381363909,Initiation,0,49,1381363909,1381363909,2,6279,0,7102,0,0,0
1931,1381365591,"Hey, your music is badass as fuck. Especially Goataholic - Unser Rommel (Techno Remix).",0,6117,1381365591,1381416778,1,0,1,7103,0,0,0
1933,1381620760,"Your Signature",0,6113,1381620760,1381623524,1,991,1,7123,0,1,0
1934,1381893315,"Last Active Status",0,6122,1381893315,1381949352,1,132,1,7126,0,0,0
1935,1381956680,"Need little help here.",0,2306,1381956680,1388689047,2,16,6,7128,0,0,0
1936,1382027608,"you have to",0,6235,1382027607,1382027607,2,6117,0,7131,0,0,0
1937,1382197260,"a few questions:",0,6249,1382197260,1382225486,1,6288,5,7136,0,1,0
1938,1382221510,"top kek",0,49,1382221510,1382315320,2,288,4,7140,0,0,0
1940,1382315047,Hi,0,0,1382315047,1382315047,1,111,0,7153,0,1,0
1941,1382315082,Hi,0,0,1382315082,1382315082,1,164,0,7154,0,1,0
1946,1382315251,Hi,0,0,1382315251,1382315251,1,50,0,7159,0,1,0
1947,1382315283,Hi,0,0,1382315283,1382315283,1,112,0,7160,0,1,0
1948,1382315331,Hi,0,0,1382315331,1382315331,1,6155,0,7162,0,1,0
1953,1382315522,Hi,0,0,1382315522,1382315522,1,17,0,7167,0,1,0
1955,1382315649,Hi,0,0,1382315649,1382315649,1,6156,0,7169,0,1,0
1956,1382315692,Hi,0,0,1382315692,1382315692,1,1730,0,7170,0,1,0
1960,1382315920,Hi,0,0,1382315920,1382315920,1,6269,0,7174,0,1,0
1961,1382316022,Hi,0,0,1382316022,1382316022,1,2243,0,7175,0,1,0
1964,1382316149,Hi,0,0,1382316149,1382316149,1,2820,0,7178,0,1,0
1966,1382316207,Hi,0,0,1382316207,1382316207,1,298,0,7180,0,1,0
1967,1382316235,Hi,0,0,1382316235,1382316235,1,258,0,7181,0,1,0
1969,1382316301,Hi,0,0,1382316301,1382316301,1,152,0,7183,0,1,0
1970,1382316334,Hi,0,0,1382316334,1382316334,1,140,0,7184,0,1,0
1974,1382316477,Hi,0,0,1382316477,1382316477,1,958,0,7188,0,1,0
1975,1382316516,Hi,0,0,1382316516,1382316516,1,67,0,7189,0,1,0
1976,1382316557,Hi,0,0,1382316557,1382316557,1,2678,0,7190,0,1,0
1977,1382321021,Hi,0,0,1382321021,1382321021,1,6171,0,7191,0,1,0
1978,1382321075,Hi,0,0,1382321075,1382321075,1,6168,0,7192,0,1,0
1979,1382321127,Hi,0,0,1382321127,1382321127,1,72,0,7193,0,1,0
1980,1382321215,Hi,0,0,1382321214,1382321215,1,104,0,7194,0,1,0
1982,1382321285,Hi,0,0,1382321285,1382321285,1,159,0,7196,0,1,0
1984,1382321357,Hi,0,0,1382321357,1382321357,1,335,0,7198,0,1,0
1985,1382322283,Hi,0,0,1382322283,1382322283,1,85,0,7199,0,1,0
1986,1382323023,Hi,0,0,1382323023,1382323023,1,48,0,7200,0,1,0
1987,1382323072,Hi,0,0,1382323072,1382323072,1,133,0,7201,0,1,0
1988,1382323116,Hi,0,0,1382323116,1382324471,1,3,1,7202,0,1,0
1990,1382323338,Hi,0,0,1382323338,1382323338,1,5343,0,7204,0,1,0
1991,1382323397,Hi,0,0,1382323397,1382323397,1,100,0,7205,0,1,0
1992,1382323437,Hi,0,0,1382323437,1382323437,1,130,0,7206,0,1,0
1993,1382323483,Hi,0,0,1382323483,1382323483,1,6243,0,7207,0,1,0
1994,1382323528,Hi,0,0,1382323528,1382323528,1,2183,0,7208,0,1,0
1995,1382334299,Hi,0,0,1382334299,1382334299,1,6149,0,7211,0,1,0
1997,1382334382,Hi,0,0,1382334382,1382334382,1,269,0,7213,0,1,0
2000,1382334484,Hi,0,0,1382334484,1382334484,1,6165,0,7216,0,1,0
2001,1382334526,Hi,0,0,1382334526,1382334526,1,2082,0,7217,0,1,0
2003,1382334591,Hi,0,0,1382334591,1382334591,1,5359,0,7219,0,1,0
2005,1382334961,Hi,0,0,1382334961,1387843561,1,6144,1,7221,0,1,0
2006,1382335020,Hi,0,0,1382335020,1382335020,1,6144,0,7222,0,1,0
2007,1382335074,Hi,0,0,1382335074,1382335074,1,44,0,7223,0,1,0
2009,1382335161,Hi,0,0,1382335160,1382335161,1,1983,0,7225,0,1,0
2010,1382335205,Hi,0,0,1382335205,1382335205,1,81,0,7226,0,1,0
2011,1382335238,Hi,0,0,1382335238,1382335238,1,183,0,7227,0,1,0
2012,1382335279,Hi,0,0,1382335279,1382335279,1,857,0,7228,0,1,0
2013,1382335318,Hi,0,0,1382335318,1382335318,1,320,0,7229,0,1,0
2016,1382335454,Hi,0,0,1382335454,1382335454,1,206,0,7232,0,1,0
2019,1382335810,Hi,0,0,1382335810,1382335810,1,1986,0,7235,0,1,0
2020,1382335847,Hi,0,0,1382335847,1382335847,1,2271,0,7236,0,1,0
2021,1382335888,Hi,0,0,1382335887,1382335888,1,592,0,7237,0,1,0
2023,1382335977,Hi,0,0,1382335977,1382335977,1,6192,0,7239,0,1,0
2024,1382336026,Hi,0,0,1382336026,1382336026,1,131,0,7240,0,1,0
2027,1382336552,Hi,0,0,1382336552,1382336552,1,1066,0,7243,0,1,0
2029,1382336618,Hi,0,0,1382336618,1382336618,1,660,0,7245,0,1,0
2031,1382336721,Hi,0,0,1382336721,1382336721,1,125,0,7247,0,1,0
2032,1382336771,Hi,0,0,1382336770,1382336771,1,287,0,7248,0,1,0
2034,1382336858,Hi,0,0,1382336858,1382336858,1,362,0,7250,0,1,0
2035,1382455042,hello,0,168,1382455042,1383066318,1,35,5,7253,0,0,0
2036,1382455482,.,0,168,1382455482,1382456339,1,0,1,7254,0,0,0
2037,1382503205,Monarchism,0,6217,1382503205,1383458302,2,16,2,7257,0,0,0
2038,1382532091,Greetings,0,35,1382532091,1382532091,1,6290,0,7260,0,1,0
2039,1382532174,"Ignore the last message",0,35,1382532174,1382978685,2,6290,7,7261,0,0,0
2042,1382594726,Skype,0,3,1382594726,1383014067,2,6207,3,7267,0,0,0
2043,1382669877,"Banner funnies",0,2392,1382669877,1382674857,2,54,1,7271,0,0,0
2044,1382847113,Integralism,0,6254,1382847113,1382847113,1,7,0,7285,0,0,0
2045,1383001568,Skype.,0,6217,1383001568,1383004661,2,3,1,7292,0,0,0
2047,1383074960,"Request for anonymous interview",0,821,1383074960,1384839522,1,283,8,7297,0,0,0
2048,1383122225,Hey,0,2220,1383122225,1383306747,1,0,2,7303,0,0,0
2049,1383162191,Online,0,3,1383162191,1383389523,2,2889,5,7307,0,0,0
2050,1383170129,"South Africa",0,0,1383170129,1383176948,2,6145,7,7313,0,0,0
2051,1383349785,"South Africa",0,0,1383349785,1383512902,2,6115,2,7332,0,0,0
2052,1383363372,hi,0,6297,1383363372,1387999624,2,6207,5,7333,0,0,0
2053,1383378219,Vlad,0,6113,1383378219,1383407485,1,6217,1,7334,0,1,0
2055,1383615370,"GD Demo",0,28,1383615370,1383615370,2,6134,0,7346,0,0,0
2056,1383722978,Seattle.,0,6217,1383722978,1383722978,2,3,0,7347,0,0,0
2057,1383767681,"Hidden Post",0,16,1383767681,1383779194,1,132,3,7348,0,0,0
2058,1383803439,"Warning Points",0,6310,1383803439,1383807035,1,132,1,7352,0,0,0
2059,1383887170,&lt;3,0,2075,1383887170,1383888669,1,49,2,7354,0,1,0
2060,1383935391,yo,0,3491,1383935391,1384448151,1,6280,10,7357,0,1,0
2061,1384021103,"Slava, brate",0,6322,1384021103,1389654419,2,56,25,7360,0,0,0
2062,1384023449,"Hello, Magyar",0,6322,1384023449,1384092975,2,495,4,7361,0,0,0
2063,1384096542,Ave,0,6322,1384096542,1391671351,2,6231,8,7369,0,0,0
2064,1384684563,Ave&#33;,0,6322,1384684563,1384717046,1,0,8,7382,0,0,0
2065,1384746264,"Florian Geyer",0,0,1384746263,1384746264,1,0,0,7392,0,0,0
2067,1384999202,"Oy Vey&#33;",0,0,1384999202,1384999202,1,6117,0,7395,0,1,0
2068,1385009389,"Your birthday",0,6254,1385009389,1385009389,2,6168,0,7396,0,0,0
2069,1385107908,"A little mistake",0,35,1385107908,1385258774,2,6322,2,7397,0,0,0
2070,1385129020,"Tillykke med fødselsdagen ",0,1109,1385129020,1385129020,2,958,0,7398,0,0,0
2071,1385144548,Hey,0,2306,1385144547,1385144547,1,6278,0,7399,0,0,0
2072,1385155690,books.,0,283,1385155690,1385156683,1,1,1,7401,0,0,0
2073,1385184614,Chimpout,0,6310,1385184613,1385225418,2,6254,1,7403,0,0,0
2074,1385259277,absence,0,35,1385259277,1386882826,2,7,18,7406,0,0,0
2075,1385323730,"Oy Vey&#33;",0,0,1385323730,1385323730,1,6117,0,7410,0,1,0
2076,1385418118,Philosophy,0,0,1385418118,1385583365,1,0,6,7412,0,0,0
2077,1385446951,"Think i&#39;ve seen you before",0,6359,1385446951,1385450185,2,16,3,7416,0,0,0
2078,1385677617,"Christian topics.",0,6117,1385677617,1385857401,1,6278,4,7431,0,0,0
2079,1385732621,Jaha,0,1986,1385732621,1385733144,2,6117,2,7433,0,0,0
2080,1385858581,pozdrav,0,6278,1385858580,1385909259,1,56,1,7442,0,1,0
2081,1385866286,Disrespect,0,6168,1385866286,1385886619,2,130,1,7443,0,0,0
2082,1385949207,"Welcome to IM from former Gulf ex-pat",0,0,1385949207,1386554045,2,6712,5,7447,0,0,0
2083,1386004323,Content,0,287,1386004323,1386019780,1,1,6,7448,0,0,0
2084,1386013690,"This is why most weightlifters and bodybuilders aren&#39;t PC cunts",0,288,1386013690,1386016567,2,49,3,7453,0,0,0
2085,1386124754,"Prophet of Decline",0,3143,1386124754,1386124754,1,49,0,7459,0,1,0
2087,1386221893,"clarification ",0,6235,1386221892,1386250687,2,2220,1,7466,0,0,0
2088,1386276648,http://ironmarch.org/index.php?/topic/3261-fascism-restoring-tradition/page-2#entry73844,0,6117,1386276648,1386276648,1,6278,0,7468,0,0,0
2089,1386281880,"ARE YOU STILL ALIVE M8&#33;&#33;?",0,6117,1386281879,1386747177,2,158,1,7469,0,0,0
2090,1386742966,Slava,0,2075,1386742966,1386975438,1,188,1,7491,0,1,0
2091,1386897833,Contato,0,353,1386897833,1387049721,2,6243,1,7500,0,0,0
2092,1386897952,"novo contato",0,353,1386897952,1386940879,2,5343,1,7501,0,0,0
2093,1387028693,Hello,0,6976,1387028692,1387351212,2,28,17,7509,0,0,0
2094,1387145113,"Impale Kebabs On Premises",0,6322,1387145113,1387145113,2,56,0,7524,0,0,0
2095,1387252567,Question,0,6554,1387252567,1387252567,1,132,0,7529,0,0,0
2096,1387270718,"Background Painting",0,2220,1387270717,1387284023,2,6322,3,7530,0,0,0
2097,1387318597,oi,0,1,1387318597,1387319529,1,333,2,7542,0,1,0
2098,1387463172,"Second Chance",0,1,1387463172,1387500049,1,505,1,7549,0,1,0
2099,1387525550,Hi,0,6976,1387525550,1388629133,2,960,9,7553,0,0,0
2100,1387769142,Hi,0,0,1387769142,1388116474,2,49,8,7566,0,0,0
2101,1387774829,88,0,0,1387774828,1387989341,2,3,3,7567,0,0,0
2102,1387828399,"scientific literature",0,6235,1387828399,1387845942,2,288,2,7572,0,0,0
2103,1387838990,"The greatest story never told?",0,288,1387838990,1387838990,2,49,0,7574,0,0,0
2104,1387842690,Greetings,0,6144,1387842690,1388801414,2,960,23,7575,0,0,0
2105,1387949516,hello,0,0,1387949516,1403236669,2,960,14,7587,0,0,0
2106,1387950422,"What kind of a mix?",0,6168,1387950421,1387966169,2,4,1,7588,0,0,0
2107,1388118416,88,0,0,1388118416,1390280276,2,6168,2,7611,0,0,0
2108,1388370884,"stab in the back",0,6235,1388370884,1388920750,2,288,2,7621,0,0,0
2109,1388465947,"Sal&#39;tare de pe meleaguri moldovane",0,6322,1388465947,1388822085,2,6290,14,7623,0,0,0
2112,1388471005,Hi,0,0,1388471004,1388471005,1,111,0,7626,0,1,0
2113,1388471042,Hi,0,0,1388471041,1388471042,1,164,0,7627,0,1,0
2118,1388471223,Hi,0,0,1388471223,1388471223,1,50,0,7632,0,1,0
2119,1388471252,Hi,0,0,1388471252,1388471252,1,112,0,7633,0,1,0
2120,1388471299,Hi,0,0,1388471299,1388471299,1,6155,0,7634,0,1,0
2122,1388471361,Hi,0,0,1388471361,1388471361,1,991,0,7636,0,1,0
2126,1388472030,Hi,0,0,1388472030,1388472030,1,17,0,7640,0,1,0
2127,1388472080,Hi,0,0,1388472080,1388472080,1,6156,0,7641,0,1,0
2128,1388472123,Hi,0,0,1388472123,1388472123,1,1730,0,7642,0,1,0
2129,1388473730,Hi,0,0,1388473730,1388473730,1,6771,0,7643,0,1,0
2130,1388473767,Hi,0,0,1388473767,1388473767,1,236,0,7644,0,1,0
2134,1388473901,Hi,0,0,1388473901,1388473901,1,6269,0,7648,0,1,0
2136,1388473955,HI,0,0,1388473955,1388473955,1,2243,0,7650,0,1,0
2141,1388474106,Hi,0,0,1388474106,1388474106,1,2179,0,7655,0,1,0
