tag_id,tag_aai_lookup,tag_aap_lookup,tag_meta_app,tag_meta_area,tag_meta_id,tag_meta_parent_id,tag_member_id,tag_added,tag_prefix,tag_text
1538,85eac1f3fc3fccc8451457d4eac646a6,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3340,88,333,1386691526,0,niggers
1539,8ac44af3267dee9a126f649126070cc3,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3346,95,6321,1386740890,0,planning
1540,8ac44af3267dee9a126f649126070cc3,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3346,95,6321,1386740890,0,fascism
1541,8ac44af3267dee9a126f649126070cc3,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3346,95,6321,1386740890,0,public
1542,8ac44af3267dee9a126f649126070cc3,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3346,95,6321,1386740890,0,media
1543,7f8551027f8dbf8495bb5714bcb8cf36,0c4b9f6a19410620a6620a24c2bf4d49,forums,forums,1447,171,16,1387501139,0,jew
1549,554ee5a6f10b8951f3639da10756bc7a,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3381,88,353,1387737863,0,America
1550,554ee5a6f10b8951f3639da10756bc7a,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3381,88,353,1387737863,0,"Fuck yeah"
1551,554ee5a6f10b8951f3639da10756bc7a,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3381,88,353,1387737863,0,"Fat People"
1552,554ee5a6f10b8951f3639da10756bc7a,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3381,88,353,1387737863,0,Nigger
1553,554ee5a6f10b8951f3639da10756bc7a,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3381,88,353,1387737863,0,Mogrel
1557,411fe5c4bcbae8cebeb4f48900058765,e88f543d0547e022b8cba311a6b610b3,forums,forums,3391,26,6321,1388175446,0,nsa
1558,411fe5c4bcbae8cebeb4f48900058765,e88f543d0547e022b8cba311a6b610b3,forums,forums,3391,26,6321,1388175446,0,privacy
1559,411fe5c4bcbae8cebeb4f48900058765,e88f543d0547e022b8cba311a6b610b3,forums,forums,3391,26,6321,1388175446,0,constitution
1560,411fe5c4bcbae8cebeb4f48900058765,e88f543d0547e022b8cba311a6b610b3,forums,forums,3391,26,6321,1388175446,0,nationalism
1561,489745d341ed367ba5ea2ac7f1e2c6c9,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3401,88,6254,1388279828,0,"Possible TNB Chimpout"
1564,03ccd546f57abda3c81a1379969fc4d0,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3407,88,353,1388316814,0,Britain
1565,03ccd546f57abda3c81a1379969fc4d0,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3407,88,353,1388316814,0,"United Kingdom"
1566,03ccd546f57abda3c81a1379969fc4d0,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3407,88,353,1388316814,0,Kebab
1567,03ccd546f57abda3c81a1379969fc4d0,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3407,88,353,1388316814,0,London
1568,f30058e5f0b85d7298a77a5d7fd7a9ba,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,3426,38,505,1388785683,0,BNP
1569,f30058e5f0b85d7298a77a5d7fd7a9ba,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,3426,38,505,1388785683,0,"civic nationalism"
1570,f30058e5f0b85d7298a77a5d7fd7a9ba,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,3426,38,505,1388785683,0,UK
1571,f30058e5f0b85d7298a77a5d7fd7a9ba,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,3426,38,505,1388785683,0,"Great Britain"
1572,f30058e5f0b85d7298a77a5d7fd7a9ba,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,3426,38,505,1388785683,0,why
1574,f256abbedd9210f9bc473f6c40d50527,42127c729dd1871f500f9c583c4a30dd,forums,forums,3428,11,0,1388787101,0,old
1575,f256abbedd9210f9bc473f6c40d50527,42127c729dd1871f500f9c583c4a30dd,forums,forums,3428,11,0,1388787101,0,new
1576,68c4e3bfde952631aeb0009d0569d7d0,c5aa156354e1562af9dc1fbdf03ae7c0,forums,forums,3436,94,6321,1388894072,0,majority
1577,68c4e3bfde952631aeb0009d0569d7d0,c5aa156354e1562af9dc1fbdf03ae7c0,forums,forums,3436,94,6321,1388894072,0,voting
1578,68c4e3bfde952631aeb0009d0569d7d0,c5aa156354e1562af9dc1fbdf03ae7c0,forums,forums,3436,94,6321,1388894072,0,nation
1579,68c4e3bfde952631aeb0009d0569d7d0,c5aa156354e1562af9dc1fbdf03ae7c0,forums,forums,3436,94,6321,1388894072,0,resistance
1580,68c4e3bfde952631aeb0009d0569d7d0,c5aa156354e1562af9dc1fbdf03ae7c0,forums,forums,3436,94,6321,1388894072,0,state
1582,0c1aadfc3e486230eb7d72a30c0885bd,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3439,95,6274,1389088859,0,economics
1583,0c1aadfc3e486230eb7d72a30c0885bd,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3439,95,6274,1389088859,0,pluralism
1584,0c1aadfc3e486230eb7d72a30c0885bd,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3439,95,6274,1389088859,0,immigration
1585,0c1aadfc3e486230eb7d72a30c0885bd,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3439,95,6274,1389088859,0,birthrates
1586,0c1aadfc3e486230eb7d72a30c0885bd,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3439,95,6274,1389088859,0,demographics
1587,8711058b4d5944a959c0b7b00d443ef5,42127c729dd1871f500f9c583c4a30dd,forums,forums,3427,11,1,1389136263,0,introduction
1588,8711058b4d5944a959c0b7b00d443ef5,42127c729dd1871f500f9c583c4a30dd,forums,forums,3427,11,1,1389136263,0,suggestions
1589,0f6de5633d67c639f9d819037c0d4fd4,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3451,99,6243,1389245347,0,Britain
1590,0f6de5633d67c639f9d819037c0d4fd4,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3451,99,6243,1389245347,0,USA
1591,0f6de5633d67c639f9d819037c0d4fd4,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3451,99,6243,1389245347,0,Stable
1610,1eb4486b2b2c3ab39f05d4f2f5852e20,42127c729dd1871f500f9c583c4a30dd,forums,forums,3457,11,7331,1389475708,0,nationalism
1611,1eb4486b2b2c3ab39f05d4f2f5852e20,42127c729dd1871f500f9c583c4a30dd,forums,forums,3457,11,7331,1389475708,0,fascism
1612,1eb4486b2b2c3ab39f05d4f2f5852e20,42127c729dd1871f500f9c583c4a30dd,forums,forums,3457,11,7331,1389475708,0,taditionalism
1613,1eb4486b2b2c3ab39f05d4f2f5852e20,42127c729dd1871f500f9c583c4a30dd,forums,forums,3457,11,7331,1389475708,0,hispanidad
1614,1eb4486b2b2c3ab39f05d4f2f5852e20,42127c729dd1871f500f9c583c4a30dd,forums,forums,3457,11,7331,1389475708,0,introduction
1615,ea5ded744395137fd9b1692a9ba1cc42,08d18e875adb94d5a4102169ab887bfe,forums,forums,3452,76,7331,1389532411,0,nationalism
1616,ea5ded744395137fd9b1692a9ba1cc42,08d18e875adb94d5a4102169ab887bfe,forums,forums,3452,76,7331,1389532411,0,hispanidad
1617,ea5ded744395137fd9b1692a9ba1cc42,08d18e875adb94d5a4102169ab887bfe,forums,forums,3452,76,7331,1389532411,0,traditionalism
1618,ea5ded744395137fd9b1692a9ba1cc42,08d18e875adb94d5a4102169ab887bfe,forums,forums,3452,76,7331,1389532411,0,fascism
1625,192ef56b0a7cf1945f711e5e362c80ea,c4c1133b6d24419297c32352db8cbc2b,forums,forums,3473,151,56,1389653385,0,ORJUNAYugoslavia
1626,192ef56b0a7cf1945f711e5e362c80ea,c4c1133b6d24419297c32352db8cbc2b,forums,forums,3473,151,56,1389653385,0,Fascism
1627,192ef56b0a7cf1945f711e5e362c80ea,c4c1133b6d24419297c32352db8cbc2b,forums,forums,3473,151,56,1389653385,0,Paramilitary
1628,192ef56b0a7cf1945f711e5e362c80ea,c4c1133b6d24419297c32352db8cbc2b,forums,forums,3473,151,56,1389653385,0,Monarchism
1629,08b7575056c4242022ba7726a53072f7,08d18e875adb94d5a4102169ab887bfe,forums,forums,3483,76,353,1389973232,0,Sul
1630,08b7575056c4242022ba7726a53072f7,08d18e875adb94d5a4102169ab887bfe,forums,forums,3483,76,353,1389973232,0,Separatism
1631,08b7575056c4242022ba7726a53072f7,08d18e875adb94d5a4102169ab887bfe,forums,forums,3483,76,353,1389973232,0,Cultura
1632,99f76e284ce0f183915c0b07f615dabb,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3485,99,6122,1390009710,0,work
1633,99f76e284ce0f183915c0b07f615dabb,51253f5c665ed2a553bb0ca164d8b500,forums,forums,3485,99,6122,1390009710,0,occupation
1634,30d543ed59cdff4694de20e6e6ec3586,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,3496,30,6254,1390190036,0,"liberal propaganda"
1635,30d543ed59cdff4694de20e6e6ec3586,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,3496,30,6254,1390190036,0,"white genocide"
1636,fbad5d7950090ede9901a53f27b3b87c,e88f543d0547e022b8cba311a6b610b3,forums,forums,3497,26,6321,1390193958,0,philosophy
1637,fbad5d7950090ede9901a53f27b3b87c,e88f543d0547e022b8cba311a6b610b3,forums,forums,3497,26,6321,1390193958,0,socialism
1638,fbad5d7950090ede9901a53f27b3b87c,e88f543d0547e022b8cba311a6b610b3,forums,forums,3497,26,6321,1390193958,0,modernism
1639,0b5fea8026966b5dca93831283d74afb,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3500,88,287,1390252918,0,"Classy as fuck"
1640,19eba994bf84205fa9d4d63a714cc599,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3501,34,6156,1390278552,0,Communism
1641,6ad5c797fb111976807cb628509f17cc,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,3508,30,6254,1390517211,0,"Jew scam SPLC"
1642,e8738c62b465e9db473da872d8225133,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3516,87,6122,1390793214,0,terrorist
1643,e8738c62b465e9db473da872d8225133,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3516,87,6122,1390793214,0,plot
1644,e8738c62b465e9db473da872d8225133,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3516,87,6122,1390793214,0,america
1645,e8738c62b465e9db473da872d8225133,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3516,87,6122,1390793214,0,pa
1646,5d91a653740c265fd0896ef149161ae2,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3517,88,6113,1390808803,0,"Ethnic Struggle"
1647,5d91a653740c265fd0896ef149161ae2,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3517,88,6113,1390808803,0,Latinos
1648,5d91a653740c265fd0896ef149161ae2,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3517,88,6113,1390808803,0,Whites
1649,5d91a653740c265fd0896ef149161ae2,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3517,88,6113,1390808803,0,America
1651,ff9ed04845d8fc9a42e7d94b948d3d28,42127c729dd1871f500f9c583c4a30dd,forums,forums,3522,11,0,1390868069,0,introductions
1657,ff26b58612fb325b2f7c9569a7b416e3,08d18e875adb94d5a4102169ab887bfe,forums,forums,3525,76,7331,1390934346,0,hispanidad
1658,ff26b58612fb325b2f7c9569a7b416e3,08d18e875adb94d5a4102169ab887bfe,forums,forums,3525,76,7331,1390934346,0,culture
1659,ff26b58612fb325b2f7c9569a7b416e3,08d18e875adb94d5a4102169ab887bfe,forums,forums,3525,76,7331,1390934346,0,traditions
1660,ff26b58612fb325b2f7c9569a7b416e3,08d18e875adb94d5a4102169ab887bfe,forums,forums,3525,76,7331,1390934346,0,nationalism
1661,ff26b58612fb325b2f7c9569a7b416e3,08d18e875adb94d5a4102169ab887bfe,forums,forums,3525,76,7331,1390934346,0,fascism
1664,31047a7cbe78e8b04c3997c7ac1751ec,59b28ad265f9e9cd40e6734bc1efc51d,forums,forums,3527,77,0,1390955210,0,canada
1665,31047a7cbe78e8b04c3997c7ac1751ec,59b28ad265f9e9cd40e6734bc1efc51d,forums,forums,3527,77,0,1390955210,0,fascism
1666,31047a7cbe78e8b04c3997c7ac1751ec,59b28ad265f9e9cd40e6734bc1efc51d,forums,forums,3527,77,0,1390955210,0,organization
1667,ab004ff0eb76956a7d34d7411ed684a1,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,3528,30,6274,1390982567,0,propaganda
1668,ab004ff0eb76956a7d34d7411ed684a1,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,3528,30,6274,1390982567,0,honesty
1669,ab004ff0eb76956a7d34d7411ed684a1,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,3528,30,6274,1390982567,0,fascism
1675,2516d1b43b47f0fa90148bcd3c26d103,e1d9d4ef057dbafd1e785cb30edf5807,forums,forums,3529,64,6321,1391029644,0,military
1676,2516d1b43b47f0fa90148bcd3c26d103,e1d9d4ef057dbafd1e785cb30edf5807,forums,forums,3529,64,6321,1391029644,0,nation
1677,2516d1b43b47f0fa90148bcd3c26d103,e1d9d4ef057dbafd1e785cb30edf5807,forums,forums,3529,64,6321,1391029644,0,moral
1678,2516d1b43b47f0fa90148bcd3c26d103,e1d9d4ef057dbafd1e785cb30edf5807,forums,forums,3529,64,6321,1391029644,0,morale
1679,2516d1b43b47f0fa90148bcd3c26d103,e1d9d4ef057dbafd1e785cb30edf5807,forums,forums,3529,64,6321,1391029644,0,fascism
1680,64fe8738ecdb5b3f5c5be0eb241fea00,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3530,88,6122,1391032952,0,Israel
1681,64fe8738ecdb5b3f5c5be0eb241fea00,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3530,88,6122,1391032952,0,"our greatest ally"
1682,64fe8738ecdb5b3f5c5be0eb241fea00,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3530,88,6122,1391032952,0,"ron paul"
1683,64fe8738ecdb5b3f5c5be0eb241fea00,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3530,88,6122,1391032952,0,non-racism
1684,35c4ab0375e3af6b2b1e01bd3dd23c48,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3537,87,3721,1391176025,0,"george zimmerman"
1685,35c4ab0375e3af6b2b1e01bd3dd23c48,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3537,87,3721,1391176025,0,"trayvon martin"
1686,35c4ab0375e3af6b2b1e01bd3dd23c48,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3537,87,3721,1391176025,0,"savior of the white race"
1690,6af523063e4c74c4032fb4b1eff22dd3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3543,88,333,1391291950,0,wtf
1691,07a88d55a1b8bbd86ac68c37fa53e53b,0c4b9f6a19410620a6620a24c2bf4d49,forums,forums,3545,84,6321,1391315671,0,communism
1692,07a88d55a1b8bbd86ac68c37fa53e53b,0c4b9f6a19410620a6620a24c2bf4d49,forums,forums,3545,84,6321,1391315671,0,race
1693,a5d7ddb1209e37906d5ebe248d4628fd,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3548,85,6254,1391380117,0,"love tolerance ebul nazi"
1694,375b63df0619c5403d9088da1b5b9625,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3559,91,3721,1391627452,0,"forensic watermarking"
1695,5e88e8f721c5f9cb0ee1ed22faff1fbb,e88f543d0547e022b8cba311a6b610b3,forums,forums,3568,26,7424,1391788324,0,Identity
1696,5e88e8f721c5f9cb0ee1ed22faff1fbb,e88f543d0547e022b8cba311a6b610b3,forums,forums,3568,26,7424,1391788324,0,Children
1697,a44e5d80abb285c3eb7c0133ea125a8b,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3581,88,7424,1392155632,0,Poland
1698,a44e5d80abb285c3eb7c0133ea125a8b,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3581,88,7424,1392155632,0,UK
1699,a44e5d80abb285c3eb7c0133ea125a8b,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3581,88,7424,1392155632,0,Kosher
1700,a44e5d80abb285c3eb7c0133ea125a8b,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3581,88,7424,1392155632,0,ban
1701,a44e5d80abb285c3eb7c0133ea125a8b,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3581,88,7424,1392155632,0,"United Kingdom"
1702,a44e5d80abb285c3eb7c0133ea125a8b,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3581,88,7424,1392155632,0,"New Zealand"
1709,4119e8e958e4d49a5ac0280b02263963,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,3588,88,7346,1392230501,0,Canada
1710,86132cbc55bc7fd0de3d9b099b544b29,b6621154fb9cb795bd92e49d0a94e780,forums,forums,3593,78,3721,1392439016,0,"toppest kek"
1711,59aad047b87e71a59e82a9dba2f5af01,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3600,88,353,1392539270,0,"Fuck you Sweden"
1712,59aad047b87e71a59e82a9dba2f5af01,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3600,88,353,1392539270,0,Sweden
1713,59aad047b87e71a59e82a9dba2f5af01,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3600,88,353,1392539270,0,Weakness
1714,8a63caa236596e539ccb2c053d44f86d,0c4b9f6a19410620a6620a24c2bf4d49,forums,forums,3617,84,6254,1393016435,0,"Noel Ignatiev"
1715,8a63caa236596e539ccb2c053d44f86d,0c4b9f6a19410620a6620a24c2bf4d49,forums,forums,3617,84,6254,1393016435,0,"communist jew"
1716,1751991d33e0cb8a99c1819f28d59f22,42127c729dd1871f500f9c583c4a30dd,forums,forums,3626,11,0,1393030036,0,nationalism
1717,1751991d33e0cb8a99c1819f28d59f22,42127c729dd1871f500f9c583c4a30dd,forums,forums,3626,11,0,1393030036,0,natsoc
1718,1751991d33e0cb8a99c1819f28d59f22,42127c729dd1871f500f9c583c4a30dd,forums,forums,3626,11,0,1393030036,0,"third position"
1719,1751991d33e0cb8a99c1819f28d59f22,42127c729dd1871f500f9c583c4a30dd,forums,forums,3626,11,0,1393030036,0,politics
1720,1751991d33e0cb8a99c1819f28d59f22,42127c729dd1871f500f9c583c4a30dd,forums,forums,3626,11,0,1393030036,0,engineering
1724,f04ac1f81a2737d915733d74545cb0fd,42127c729dd1871f500f9c583c4a30dd,forums,forums,3633,11,0,1393195142,0,ethnonationalism
1725,f04ac1f81a2737d915733d74545cb0fd,42127c729dd1871f500f9c583c4a30dd,forums,forums,3633,11,0,1393195142,0,genetics
1726,f04ac1f81a2737d915733d74545cb0fd,42127c729dd1871f500f9c583c4a30dd,forums,forums,3633,11,0,1393195142,0,heritage
1727,98851d1a5bb6358eaf8b0230a264c032,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3637,88,353,1393335158,0,Degeneration
1728,98851d1a5bb6358eaf8b0230a264c032,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3637,88,353,1393335158,0,"Bad teacher"
1729,98851d1a5bb6358eaf8b0230a264c032,755971d22a41f2b0cdfada68a5683ec7,forums,forums,3637,88,353,1393335158,0,"Fuck Sweden"
1730,6bb76aebee8f3124b1d9b703e00571d1,0c4b9f6a19410620a6620a24c2bf4d49,forums,forums,3644,84,6254,1393392506,0,"race awakening racialism"
1747,98b49dfa2847d41f30b6c8f757230938,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3664,88,1,1393664033,0,"White Genocide"
1748,98b49dfa2847d41f30b6c8f757230938,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3664,88,1,1393664033,0,Antifa
1749,98b49dfa2847d41f30b6c8f757230938,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3664,88,1,1393664033,0,Rape
1750,98b49dfa2847d41f30b6c8f757230938,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3664,88,1,1393664033,0,Volkstod
1751,a9ed46bb4430a7e84cc792b6b2185b36,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3619,13,1,1393665945,0,"Tomislav Sunić"
1752,a9ed46bb4430a7e84cc792b6b2185b36,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3619,13,1,1393665945,0,"Third Position"
1753,a9ed46bb4430a7e84cc792b6b2185b36,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3619,13,1,1393665945,0,Chat
1754,a9ed46bb4430a7e84cc792b6b2185b36,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3619,13,1,1393665945,0,Event
1755,2204fb76d5cc94ed95b70852d9fd2b71,e8b9aa1927d352c4af04738164bf7f61,forums,forums,3672,86,7508,1393679155,0,Germany
1756,2204fb76d5cc94ed95b70852d9fd2b71,e8b9aa1927d352c4af04738164bf7f61,forums,forums,3672,86,7508,1393679155,0,History
1757,2204fb76d5cc94ed95b70852d9fd2b71,e8b9aa1927d352c4af04738164bf7f61,forums,forums,3672,86,7508,1393679155,0,Reality
1758,2204fb76d5cc94ed95b70852d9fd2b71,e8b9aa1927d352c4af04738164bf7f61,forums,forums,3672,86,7508,1393679155,0,Living
1759,2204fb76d5cc94ed95b70852d9fd2b71,e8b9aa1927d352c4af04738164bf7f61,forums,forums,3672,86,7508,1393679155,0,In
1760,2204fb76d5cc94ed95b70852d9fd2b71,e8b9aa1927d352c4af04738164bf7f61,forums,forums,3672,86,7508,1393679155,0,Hitlers
1761,de060a357878229be470090c996a9bc3,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3674,97,7346,1393717013,0,Hollywood
1762,c7b2353b335e3351b1066a166ddd940c,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,17,12,1,1393854887,0,blogs
1763,c7b2353b335e3351b1066a166ddd940c,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,17,12,1,1393854887,0,"Religion Fascism Culture"
1764,62107b4c6b6c3a73e6e115add4e21543,760bfb32764543e68d2a53fa6c06fb42,forums,forums,3697,82,7508,1393928383,0,flags
1765,62107b4c6b6c3a73e6e115add4e21543,760bfb32764543e68d2a53fa6c06fb42,forums,forums,3697,82,7508,1393928383,0,symbols
1766,62107b4c6b6c3a73e6e115add4e21543,760bfb32764543e68d2a53fa6c06fb42,forums,forums,3697,82,7508,1393928383,0,propaganda
1770,e7ef104671d4457d25e81ac60b1c9b72,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,545,85,1,1393944069,0,Liberal
1771,e7ef104671d4457d25e81ac60b1c9b72,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,545,85,1,1393944069,0,Fascism
1772,e7ef104671d4457d25e81ac60b1c9b72,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,545,85,1,1393944069,0,Jonah
1773,e7ef104671d4457d25e81ac60b1c9b72,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,545,85,1,1393944069,0,Goldberg
1780,5bc0eb362245560e5eac15dbb182780a,760bfb32764543e68d2a53fa6c06fb42,forums,forums,2607,82,1,1394000945,0,Hitler
1781,5bc0eb362245560e5eac15dbb182780a,760bfb32764543e68d2a53fa6c06fb42,forums,forums,2607,82,1,1394000945,0,/pol/
1782,5bc0eb362245560e5eac15dbb182780a,760bfb32764543e68d2a53fa6c06fb42,forums,forums,2607,82,1,1394000945,0,degeneracy
1783,5bc0eb362245560e5eac15dbb182780a,760bfb32764543e68d2a53fa6c06fb42,forums,forums,2607,82,1,1394000945,0,jews
1784,5bc0eb362245560e5eac15dbb182780a,760bfb32764543e68d2a53fa6c06fb42,forums,forums,2607,82,1,1394000945,0,feminism
1785,5bc0eb362245560e5eac15dbb182780a,760bfb32764543e68d2a53fa6c06fb42,forums,forums,2607,82,1,1394000945,0,marxism
1786,73388220bc260579ff250ae07d69a3a9,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3710,88,7424,1394221083,0,America
1787,73388220bc260579ff250ae07d69a3a9,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3710,88,7424,1394221083,0,Black
1788,49677aac193cffb7049ad891c4114102,e88f543d0547e022b8cba311a6b610b3,forums,forums,3724,26,6113,1394745051,0,Totalitarian
1789,49677aac193cffb7049ad891c4114102,e88f543d0547e022b8cba311a6b610b3,forums,forums,3724,26,6113,1394745051,0,Authoritarian
1790,49677aac193cffb7049ad891c4114102,e88f543d0547e022b8cba311a6b610b3,forums,forums,3724,26,6113,1394745051,0,Organic
1791,49677aac193cffb7049ad891c4114102,e88f543d0547e022b8cba311a6b610b3,forums,forums,3724,26,6113,1394745051,0,Mechanical
1792,49677aac193cffb7049ad891c4114102,e88f543d0547e022b8cba311a6b610b3,forums,forums,3724,26,6113,1394745051,0,Government
1793,cd5ab0319aaf8712b96788f9bdd8b98e,c741ba7fccc918ac56f5cd5b9ba4c219,forums,forums,3725,30,6254,1394779061,0,inevitable
1794,4bc430d178645937e1b5624593c5b733,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3757,94,0,1395392802,0,Corrution
1795,4bc430d178645937e1b5624593c5b733,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3757,94,0,1395392802,0,Traitor
1796,4bc430d178645937e1b5624593c5b733,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,3757,94,0,1395392802,0,Degradation
1797,2f4a29316841b4e26ac85c0223d00a26,c007e8beb8c024b7af6f65df74d9b70a,forums,forums,1985,101,132,1395495243,0,Books
1798,2f4a29316841b4e26ac85c0223d00a26,c007e8beb8c024b7af6f65df74d9b70a,forums,forums,1985,101,132,1395495243,0,Inspiration
1799,2f4a29316841b4e26ac85c0223d00a26,c007e8beb8c024b7af6f65df74d9b70a,forums,forums,1985,101,132,1395495243,0,Education
1800,2f4a29316841b4e26ac85c0223d00a26,c007e8beb8c024b7af6f65df74d9b70a,forums,forums,1985,101,132,1395495243,0,Literature
1804,ba2bf0c1bf85132c4261893481914c24,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3670,13,1,1395509455,0,crimea
1805,ba2bf0c1bf85132c4261893481914c24,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3670,13,1,1395509455,0,ukraine
1806,ba2bf0c1bf85132c4261893481914c24,f33fb736e1c0b31cc963f9d8cf87b95d,forums,forums,3670,13,1,1395509455,0,russia
1807,c1552a422cb561a293bd54cc79d6825e,956ad2d2939099a2185452a31071f22e,forums,forums,3768,99,6113,1395509606,0,"Where he at?"
1808,e22a800f18584df835ec2b422aa04296,69be07476c613fe6f924a70753c952f8,forums,forums,3775,65,7602,1395652008,0,atheism
1809,969ba6a8194faeace9868a98971edfb7,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3776,88,353,1395678711,0,Brazil
1810,18fba61799237f8e65f8b5e774ceae9b,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3796,88,6113,1396034323,0,Irony
1811,c3db9571edbebb62119386a9a0739515,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3814,88,7622,1396492723,0,Pedohile
1812,c3db9571edbebb62119386a9a0739515,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3814,88,7622,1396492723,0,Rape
1813,c3db9571edbebb62119386a9a0739515,1d7b8a34d35bb07bc2f38523d958299d,forums,forums,3814,88,7622,1396492723,0,"Modern Society"
